YEAR;MO;DY;HOUR;T
2022;3;29;14;14.37
2022;3;29;15;14.42833333
2022;3;29;16;13.58166667
2022;3;29;17;11.90833333
2022;3;29;18;10.99
2022;3;29;19;10.685
2022;3;29;20;10.34666667
2022;3;29;21;9.508333333
2022;3;29;22;8.843333333
2022;3;29;23;8.403333333
2022;3;30;0;8.083333333
2022;3;30;1;7.481666667
2022;3;30;2;6.996666667
2022;3;30;3;6.81
2022;3;30;4;6.646666667
2022;3;30;5;6.236666667
2022;3;30;6;5.835
2022;3;30;7;5.511666667
2022;3;30;8;5.715
2022;3;30;9;6.273333333
2022;3;30;10;6.928333333
2022;3;30;11;8.505
2022;3;30;12;10.08
2022;3;30;13;11.40833333
2022;3;30;14;12.32333333
2022;3;30;15;12.35
2022;3;30;16;11.61333333
2022;3;30;17;11.08333333
2022;3;30;18;10.46333333
2022;3;30;19;9.611666667
2022;3;30;20;8.89
2022;3;30;21;8.346666667
2022;3;30;22;7.813333333
2022;3;30;23;7.073333333
2022;3;31;0;6.143333333
2022;3;31;1;5.491666667
2022;3;31;2;5.133333333
2022;3;31;3;4.968333333
2022;3;31;4;4.718333333
2022;3;31;5;4.713333333
2022;3;31;6;4.708333333
2022;3;31;7;4.578333333
2022;3;31;8;4.226666667
2022;3;31;9;3.458333333
2022;3;31;10;3.018333333
2022;3;31;11;2.611666667
2022;3;31;12;1.685
2022;3;31;13;1.47
2022;3;31;14;1.636666667
2022;3;31;15;1.853333333
2022;3;31;16;2.22
2022;3;31;17;1.92
2022;3;31;18;2.258333333
2022;3;31;19;2.368333333
2022;3;31;20;2.058333333
2022;3;31;21;1.8
2022;3;31;22;1.576666667
2022;3;31;23;1.935
2022;4;1;0;1.903333333
2022;4;1;1;1.333333333
2022;4;1;2;1.291666667
2022;4;1;3;1.203333333
2022;4;1;4;0.971666667
2022;4;1;5;1.016666667
2022;4;1;6;0.943333333
2022;4;1;7;0.361666667
2022;4;1;8;-0.04
2022;4;1;9;-0.24
2022;4;1;10;-0.381666667
2022;4;1;11;-0.22
2022;4;1;12;-0.25
2022;4;1;13;-0.135
2022;4;1;14;-0.161666667
2022;4;1;15;0.035
2022;4;1;16;0.093333333
2022;4;1;17;0.131666667
2022;4;1;18;0.283333333
2022;4;1;19;0.093333333
2022;4;1;20;-0.035
2022;4;1;21;-0.12
2022;4;1;22;-0.185
2022;4;1;23;-0.248333333
2022;4;2;0;-0.338333333
2022;4;2;1;-0.47
2022;4;2;2;-0.598333333
2022;4;2;3;-0.736666667
2022;4;2;4;-0.896666667
2022;4;2;5;-1.003333333
2022;4;2;6;-1.163333333
2022;4;2;7;-1.183333333
2022;4;2;8;-1.046666667
2022;4;2;9;-0.241666667
2022;4;2;10;0.565
2022;4;2;11;1.291666667
2022;4;2;12;1.258333333
2022;4;2;13;1.446666667
2022;4;2;14;2.631666667
2022;4;2;15;2.006666667
2022;4;2;16;2.568333333
2022;4;2;17;2.676666667
2022;4;2;18;2.283333333
2022;4;2;19;2.65
2022;4;2;20;2.065
2022;4;2;21;1.506666667
2022;4;2;22;1.03
2022;4;2;23;0.526666667
2022;4;3;0;-0.125
2022;4;3;1;-0.155
2022;4;3;2;-0.783333333
2022;4;3;3;-1.843333333
2022;4;3;4;-2.646666667
2022;4;3;5;-3.071666667
2022;4;3;6;-3.473333333
2022;4;3;7;-3.738333333
2022;4;3;8;-2.381666667
2022;4;3;9;-0.335
2022;4;3;10;1.933333333
2022;4;3;11;3.398333333
2022;4;3;12;4.151666667
2022;4;3;13;4.668333333
2022;4;3;14;5.823333333
2022;4;3;15;6.051666667
2022;4;3;16;6.28
2022;4;3;17;6.11
2022;4;3;18;6.005
2022;4;3;19;5.27
2022;4;3;20;4.706666667
2022;4;3;21;4.296666667
2022;4;3;22;3.336666667
2022;4;3;23;2.171666667
2022;4;4;0;1.173333333
2022;4;4;1;0.591666667
2022;4;4;2;0.621666667
2022;4;4;3;0.51
2022;4;4;4;0.601666667
2022;4;4;5;0.556666667
2022;4;4;6;0.85
2022;4;4;7;1.291666667
2022;4;4;8;2.438333333
2022;4;4;9;3.565
2022;4;4;10;5.136666667
2022;4;4;11;6.16
2022;4;4;12;6.465
2022;4;4;13;5.108333333
2022;4;4;14;3.593333333
2022;4;4;15;3.17
2022;4;4;16;3.228333333
2022;4;4;17;3.536666667
2022;4;4;18;3.858333333
2022;4;4;19;4.2
2022;4;4;20;4.376666667
2022;4;4;21;4.623333333
2022;4;4;22;4.925
2022;4;4;23;5.135
2022;4;5;0;5.495
2022;4;5;1;6.028333333
2022;4;5;2;6.495
2022;4;5;3;7.105
2022;4;5;4;7.573333333
2022;4;5;5;7.835
2022;4;5;6;7.793333333
2022;4;5;7;8.093333333
2022;4;5;8;8.418333333
2022;4;5;9;8.746666667
2022;4;5;10;9.13
2022;4;5;11;9.718333333
2022;4;5;12;10.15
2022;4;5;13;10.41
2022;4;5;14;10.36833333
2022;4;5;15;10.85
2022;4;5;16;11.18333333
2022;4;5;17;11.8
2022;4;5;18;11.315
2022;4;5;19;10.80833333
2022;4;5;20;10.08666667
2022;4;5;21;9.616666667
2022;4;5;22;9.015
2022;4;5;23;8.298333333
2022;4;6;0;8.32
2022;4;6;1;8.238333333
2022;4;6;2;8.111666667
2022;4;6;3;8.051666667
2022;4;6;4;7.828333333
2022;4;6;5;7.591666667
2022;4;6;6;7.488333333
2022;4;6;7;7.503333333
2022;4;6;8;7.553333333
2022;4;6;9;7.738333333
2022;4;6;10;8.348333333
2022;4;6;11;9.171666667
2022;4;6;12;9.465
2022;4;6;13;9.973333333
2022;4;6;14;10.455
2022;4;6;15;10.385
2022;4;6;16;10.19
2022;4;6;17;10.31333333
2022;4;6;18;10.63
2022;4;6;19;10.29666667
2022;4;6;20;9.428333333
2022;4;6;21;9.405
2022;4;6;22;8.861666667
2022;4;6;23;8.783333333
2022;4;7;0;9.126666667
2022;4;7;1;8.875
2022;4;7;2;8.89
2022;4;7;3;8.828333333
2022;4;7;4;8.87
2022;4;7;5;8.575
2022;4;7;6;8.313333333
2022;4;7;7;7.941666667
2022;4;7;8;8.081666667
2022;4;7;9;8.675
2022;4;7;10;9.591666667
2022;4;7;11;10.01666667
2022;4;7;12;8.77
2022;4;7;13;10.875
2022;4;7;14;12.55833333
2022;4;7;15;12.28333333
2022;4;7;16;11.66666667
2022;4;7;17;10.76333333
2022;4;7;18;9.206666667
2022;4;7;19;9.081666667
2022;4;7;20;8.498333333
2022;4;7;21;7.741666667
2022;4;7;22;7.256666667
2022;4;7;23;7.253333333
2022;4;8;0;6.58
2022;4;8;1;3.468333333
2022;4;8;2;3.661666667
2022;4;8;3;3.84
2022;4;8;4;4.038333333
2022;4;8;5;3.63
2022;4;8;6;3.161666667
2022;4;8;7;3.923333333
2022;4;8;8;4.841666667
2022;4;8;9;5.473333333
2022;4;8;10;5.768333333
2022;4;8;11;5.91
2022;4;8;12;4.688333333
2022;4;8;13;3.518333333
2022;4;8;14;3.348333333
2022;4;8;15;3.626666667
2022;4;8;16;3.931666667
2022;4;8;17;4.061666667
2022;4;8;18;4.081666667
2022;4;8;19;3.793333333
2022;4;8;20;3.561666667
2022;4;8;21;3.52
2022;4;8;22;3.906666667
2022;4;8;23;3.693333333
2022;4;9;0;2.783333333
2022;4;9;1;2.991666667
2022;4;9;2;3.04
2022;4;9;3;2.956666667
2022;4;9;4;2.803333333
2022;4;9;5;2.11
2022;4;9;6;1.508333333
2022;4;9;7;1.386666667
2022;4;9;8;3.1
2022;4;9;9;5.396666667
2022;4;9;10;7.013333333
2022;4;9;11;7.688333333
2022;4;9;12;8.605
2022;4;9;13;8.413333333
2022;4;9;14;6.665
2022;4;9;15;6.576666667
2022;4;9;16;8.006666667
2022;4;9;17;8.458333333
2022;4;9;18;8.58
2022;4;9;19;7.525
2022;4;9;20;6.233333333
2022;4;9;21;3.64
2022;4;9;22;3.155
2022;4;9;23;3.03
2022;4;10;0;1.981666667
2022;4;10;1;1.445
2022;4;10;2;1.828333333
2022;4;10;3;2.2
2022;4;10;4;1.765
2022;4;10;5;1.526666667
2022;4;10;6;1.185
2022;4;10;7;0.915
2022;4;10;8;2.495
2022;4;10;9;5.075
2022;4;10;10;6.445
2022;4;10;11;7
2022;4;10;12;7.956666667
2022;4;10;13;8.915
2022;4;10;14;10.04833333
2022;4;10;15;10.86333333
2022;4;10;16;10.81166667
2022;4;10;17;10.31833333
2022;4;10;18;10.45
2022;4;10;19;9.453333333
2022;4;10;20;7.765
2022;4;10;21;6.45
2022;4;10;22;6.201666667
2022;4;10;23;6.17
2022;4;11;0;5.711666667
2022;4;11;1;5.456666667
2022;4;11;2;5.116666667
2022;4;11;3;4.771666667
2022;4;11;4;4.54
2022;4;11;5;4.14
2022;4;11;6;3.853333333
2022;4;11;7;4.523333333
2022;4;11;8;6.203333333
2022;4;11;9;8.44
2022;4;11;10;10.26333333
2022;4;11;11;11.98666667
2022;4;11;12;13.135
2022;4;11;13;14.57666667
2022;4;11;14;16.01333333
2022;4;11;15;16.78166667
2022;4;11;16;17.24166667
2022;4;11;17;17.60833333
2022;4;11;18;16.595
2022;4;11;19;15.225
2022;4;11;20;13.58666667
2022;4;11;21;12.61666667
2022;4;11;22;11.62166667
2022;4;11;23;11.06666667
2022;4;12;0;11.05166667
2022;4;12;1;10.78833333
2022;4;12;2;10.52833333
2022;4;12;3;10.43
2022;4;12;4;10.16166667
2022;4;12;5;9.523333333
2022;4;12;6;9.558333333
2022;4;12;7;9.62
2022;4;12;8;10.85
2022;4;12;9;12.86
2022;4;12;10;15.06166667
2022;4;12;11;17.02666667
2022;4;12;12;18.04
2022;4;12;13;18.80833333
2022;4;12;14;20.91333333
2022;4;12;15;21.755
2022;4;12;16;21.95166667
2022;4;12;17;21.42
2022;4;12;18;20.22
2022;4;12;19;18.71
2022;4;12;20;17.115
2022;4;12;21;15.86333333
2022;4;12;22;15.40166667
2022;4;12;23;15.41166667
2022;4;13;0;15.135
2022;4;13;1;14.31
2022;4;13;2;13.65666667
2022;4;13;3;13.29666667
2022;4;13;4;11.76
2022;4;13;5;10.91666667
2022;4;13;6;10.47666667
2022;4;13;7;10.62666667
2022;4;13;8;12.21833333
2022;4;13;9;14.8
2022;4;13;10;15.79
2022;4;13;11;16.89833333
2022;4;13;12;16.80833333
2022;4;13;13;16.81166667
2022;4;13;14;17.00833333
2022;4;13;15;16.725
2022;4;13;16;16.79666667
2022;4;13;17;16.77666667
2022;4;13;18;16.355
2022;4;13;19;15.05
2022;4;13;20;13.64666667
2022;4;13;21;13.005
2022;4;13;22;12.66
2022;4;13;23;12.455
2022;4;14;0;11.93166667
2022;4;14;1;11.25333333
2022;4;14;2;10.68333333
2022;4;14;3;10.57833333
2022;4;14;4;10.30666667
2022;4;14;5;9.841666667
2022;4;14;6;9.535
2022;4;14;7;9.651666667
2022;4;14;8;10.22166667
2022;4;14;9;13.38166667
2022;4;14;10;14.88833333
2022;4;14;11;15.90333333
2022;4;14;12;16.66166667
2022;4;14;13;17.34833333
2022;4;14;14;17.76666667
2022;4;14;15;17.42
2022;4;14;16;17.43
2022;4;14;17;18.04
2022;4;14;18;17.21166667
2022;4;14;19;15.83166667
2022;4;14;20;14.535
2022;4;14;21;13.30333333
2022;4;14;22;12.47833333
2022;4;14;23;12.325
2022;4;15;0;11.05833333
2022;4;15;1;10.20166667
2022;4;15;2;9.611666667
2022;4;15;3;9.003333333
2022;4;15;4;8.495
2022;4;15;5;7.85
2022;4;15;6;7.445
2022;4;15;7;7.7
2022;4;15;8;9.1
2022;4;15;9;10.775
2022;4;15;10;12.69833333
2022;4;15;11;13.44833333
2022;4;15;12;14.20333333
2022;4;15;13;14.54833333
2022;4;15;14;14.415
2022;4;15;15;15.16
2022;4;15;16;15.44333333
2022;4;15;17;15.29333333
2022;4;15;18;14.4
2022;4;15;19;12.825
2022;4;15;20;10.73166667
2022;4;15;21;9.138333333
2022;4;15;22;8.283333333
2022;4;15;23;7.501666667
2022;4;16;0;6.808333333
2022;4;16;1;6.165
2022;4;16;2;5.633333333
2022;4;16;3;5.25
2022;4;16;4;4.913333333
2022;4;16;5;4.475
2022;4;16;6;4.416666667
2022;4;16;7;4.668333333
2022;4;16;8;7.016666667
2022;4;16;9;9.858333333
2022;4;16;10;11.765
2022;4;16;11;13.03333333
2022;4;16;12;14.11
2022;4;16;13;14.90833333
2022;4;16;14;15.48
2022;4;16;15;16.14166667
2022;4;16;16;16.635
2022;4;16;17;16.60833333
2022;4;16;18;15.90666667
2022;4;16;19;14.27666667
2022;4;16;20;12.81666667
2022;4;16;21;11.51833333
2022;4;16;22;10.36
2022;4;16;23;9.39
2022;4;17;0;8.25
2022;4;17;1;7.788333333
2022;4;17;2;7.71
2022;4;17;3;6.808333333
2022;4;17;4;6.201666667
2022;4;17;5;5.95
2022;4;17;6;5.675
2022;4;17;7;6.036666667
2022;4;17;8;8.063333333
2022;4;17;9;10.05
2022;4;17;10;12.03333333
2022;4;17;11;14.05
2022;4;17;12;16.27166667
2022;4;17;13;17.53333333
2022;4;17;14;19.16666667
2022;4;17;15;19.84666667
2022;4;17;16;20.12333333
2022;4;17;17;20.31666667
2022;4;17;18;19.60166667
2022;4;17;19;17.575
2022;4;17;20;15.495
2022;4;17;21;13.375
2022;4;17;22;12.21
2022;4;17;23;11.40833333
2022;4;18;0;10.59333333
2022;4;18;1;10.1
2022;4;18;2;9.426666667
2022;4;18;3;8.745
2022;4;18;4;8.49
2022;4;18;5;8.125
2022;4;18;6;7.43
2022;4;18;7;7.601666667
2022;4;18;8;9.621666667
2022;4;18;9;11.41666667
2022;4;18;10;13.595
2022;4;18;11;15.24666667
2022;4;18;12;16.43
2022;4;18;13;17.17833333
2022;4;18;14;18.25666667
2022;4;18;15;18.945
2022;4;18;16;19.66
2022;4;18;17;19.735
2022;4;18;18;18.715
2022;4;18;19;16.435
2022;4;18;20;14.32
2022;4;18;21;13.11833333
2022;4;18;22;12.66666667
2022;4;18;23;11.185
2022;4;19;0;10.39
2022;4;19;1;10.005
2022;4;19;2;10.075
2022;4;19;3;9.743333333
2022;4;19;4;9.045
2022;4;19;5;9.246666667
2022;4;19;6;7.383333333
2022;4;19;7;7.088333333
2022;4;19;8;10.685
2022;4;19;9;12.28166667
2022;4;19;10;13.58666667
2022;4;19;11;15.15166667
2022;4;19;12;16.49666667
2022;4;19;13;17.19833333
2022;4;19;14;17.67166667
2022;4;19;15;18.285
2022;4;19;16;18.50333333
2022;4;19;17;17.95833333
2022;4;19;18;17.32833333
2022;4;19;19;15.80666667
2022;4;19;20;14.475
2022;4;19;21;13.185
2022;4;19;22;12.255
2022;4;19;23;11.20333333
2022;4;20;0;10.08166667
2022;4;20;1;9.248333333
2022;4;20;2;8.276666667
2022;4;20;3;8.955
2022;4;20;4;7.163333333
2022;4;20;5;6.386666667
2022;4;20;6;7.093333333
2022;4;20;7;7.988333333
2022;4;20;8;9.623333333
2022;4;20;9;11.08333333
2022;4;20;10;12.85
2022;4;20;11;13.915
2022;4;20;12;14.605
2022;4;20;13;15.51166667
2022;4;20;14;15.87
2022;4;20;15;16.40166667
2022;4;20;16;16.29666667
2022;4;20;17;16.62
2022;4;20;18;16.44333333
2022;4;20;19;15.25666667
2022;4;20;20;13.6
2022;4;20;21;12.66666667
2022;4;20;22;11.82
2022;4;20;23;10.58
2022;4;21;0;9.7
2022;4;21;1;8.911666667
2022;4;21;2;8.233333333
2022;4;21;3;8.216666667
2022;4;21;4;7.251666667
2022;4;21;5;6.221666667
2022;4;21;6;5.738333333
2022;4;21;7;6.476666667
2022;4;21;8;8.618333333
2022;4;21;9;11.15166667
2022;4;21;10;13.26333333
2022;4;21;11;14.80833333
2022;4;21;12;15.385
2022;4;21;13;15.96333333
2022;4;21;14;16.79333333
2022;4;21;15;17.32833333
2022;4;21;16;16.70833333
2022;4;21;17;15.91
2022;4;21;18;15.97666667
2022;4;21;19;14.88833333
2022;4;21;20;13.34
2022;4;21;21;12.56333333
2022;4;21;22;12.34166667
2022;4;21;23;11.12333333
2022;4;22;0;10.00333333
2022;4;22;1;9.076666667
2022;4;22;2;8.611666667
2022;4;22;3;7.98
2022;4;22;4;6.988333333
2022;4;22;5;6.531666667
2022;4;22;6;6.188333333
2022;4;22;7;6.878333333
2022;4;22;8;8.698333333
2022;4;22;9;10.58166667
2022;4;22;10;11.68166667
2022;4;22;11;11.26
2022;4;22;12;12.78333333
2022;4;22;13;14.16333333
2022;4;22;14;15.395
2022;4;22;15;15.94
2022;4;22;16;16.84666667
2022;4;22;17;17.06833333
2022;4;22;18;16.43833333
2022;4;22;19;14.36666667
2022;4;22;20;13.21166667
2022;4;22;21;12.04
2022;4;22;22;11.22833333
2022;4;22;23;10.47833333
2022;4;23;0;10.02
2022;4;23;1;10.075
2022;4;23;2;9.883333333
2022;4;23;3;9.803333333
2022;4;23;4;9.576666667
2022;4;23;5;9.076666667
2022;4;23;6;8.181666667
2022;4;23;7;8.435
2022;4;23;8;9.896666667
2022;4;23;9;11.80666667
2022;4;23;10;13.93833333
2022;4;23;11;15.68833333
2022;4;23;12;17.14333333
2022;4;23;13;17.92666667
2022;4;23;14;17.79333333
2022;4;23;15;17.90833333
2022;4;23;16;17.86333333
2022;4;23;17;17.87666667
2022;4;23;18;17.09833333
2022;4;23;19;16.095
2022;4;23;20;14.51166667
2022;4;23;21;13.185
2022;4;23;22;12.21333333
2022;4;23;23;11.225
2022;4;24;0;10.49333333
2022;4;24;1;10.44166667
2022;4;24;2;9.753333333
2022;4;24;3;9.871666667
2022;4;24;4;8.928333333
2022;4;24;5;8.04
2022;4;24;6;7.38
2022;4;24;7;7.37
2022;4;24;8;8.693333333
2022;4;24;9;10.26833333
2022;4;24;10;12.26666667
2022;4;24;11;13.87333333
2022;4;24;12;15.07333333
2022;4;24;13;16.415
2022;4;24;14;17.00833333
2022;4;24;15;17.62666667
2022;4;24;16;17.275
2022;4;24;17;17.40333333
2022;4;24;18;16.73
2022;4;24;19;15.31166667
2022;4;24;20;13.79333333
2022;4;24;21;12.16333333
2022;4;24;22;11.24833333
2022;4;24;23;10.29166667
2022;4;25;0;10.26833333
2022;4;25;1;9.576666667
2022;4;25;2;8.505
2022;4;25;3;7.603333333
2022;4;25;4;6.741666667
2022;4;25;5;5.73
2022;4;25;6;5.086666667
2022;4;25;7;5.301666667
2022;4;25;8;5.955
2022;4;25;9;6.375
2022;4;25;10;6.756666667
2022;4;25;11;7.325
2022;4;25;12;8.563333333
2022;4;25;13;10.675
2022;4;25;14;12.18
2022;4;25;15;13.22666667
2022;4;25;16;13.60666667
2022;4;25;17;12.975
2022;4;25;18;9.605
2022;4;25;19;7.73
2022;4;25;20;7.006666667
2022;4;25;21;6.62
2022;4;25;22;6.358333333
2022;4;25;23;5.818333333
2022;4;26;0;5.255
2022;4;26;1;5.025
2022;4;26;2;5.461666667
2022;4;26;3;5.825
2022;4;26;4;5.891666667
2022;4;26;5;6.343333333
2022;4;26;6;6.57
2022;4;26;7;6.855
2022;4;26;8;6.055
2022;4;26;9;5.856666667
2022;4;26;10;6.616666667
2022;4;26;11;7.233333333
2022;4;26;12;7.481666667
2022;4;26;13;8.401666667
2022;4;26;14;11.12666667
2022;4;26;15;11.375
2022;4;26;16;12.28833333
2022;4;26;17;12.48833333
2022;4;26;18;12.005
2022;4;26;19;11.92
2022;4;26;20;11.06833333
2022;4;26;21;9.935
2022;4;26;22;9.205
2022;4;26;23;8.273333333
2022;4;27;0;7.185
2022;4;27;1;5.886666667
2022;4;27;2;5.05
2022;4;27;3;3.78
2022;4;27;4;3.261666667
2022;4;27;5;3.116666667
2022;4;27;6;3.385
2022;4;27;7;4.523333333
2022;4;27;8;5.646666667
2022;4;27;9;7.836666667
2022;4;27;10;9.79
2022;4;27;11;12.06
2022;4;27;12;13.84833333
2022;4;27;13;14.30666667
2022;4;27;14;15.31666667
2022;4;27;15;15.46166667
2022;4;27;16;16.13833333
2022;4;27;17;16.18333333
2022;4;27;18;15.685
2022;4;27;19;14.11
2022;4;27;20;12.59666667
2022;4;27;21;11.27166667
2022;4;27;22;10.54
2022;4;27;23;9.691666667
2022;4;28;0;8.696666667
2022;4;28;1;7.648333333
2022;4;28;2;6.786666667
2022;4;28;3;6.07
2022;4;28;4;5.545
2022;4;28;5;4.878333333
2022;4;28;6;4.436666667
2022;4;28;7;5.093333333
2022;4;28;8;7.32
2022;4;28;9;9.175
2022;4;28;10;11.94833333
2022;4;28;11;14.07666667
2022;4;28;12;15.62833333
2022;4;28;13;16.45666667
2022;4;28;14;17.43
2022;4;28;15;18.04
2022;4;28;16;18.01166667
2022;4;28;17;18.035
2022;4;28;18;16.86166667
2022;4;28;19;15.23166667
2022;4;28;20;13.71166667
2022;4;28;21;12.475
2022;4;28;22;11.275
2022;4;28;23;10.27333333
2022;4;29;0;9.673333333
2022;4;29;1;8.965
2022;4;29;2;8.533333333
2022;4;29;3;7.848333333
2022;4;29;4;7.416666667
2022;4;29;5;7.193333333
2022;4;29;6;6.973333333
2022;4;29;7;7.158333333
2022;4;29;8;7.923333333
2022;4;29;9;8.876666667
2022;4;29;10;11.26666667
2022;4;29;11;12.025
2022;4;29;12;12.955
2022;4;29;13;13.02333333
2022;4;29;14;13.42
2022;4;29;15;13.53
2022;4;29;16;13.28
2022;4;29;17;12.26
2022;4;29;18;10.595
2022;4;29;19;9.775
2022;4;29;20;9.781666667
2022;4;29;21;8.831666667
2022;4;29;22;7.993333333
2022;4;29;23;7.235
2022;4;30;0;7.065
2022;4;30;1;6.56
2022;4;30;2;5.701666667
2022;4;30;3;5.148333333
2022;4;30;4;4.688333333
2022;4;30;5;4.546666667
2022;4;30;6;4.615
2022;4;30;7;4.688333333
2022;4;30;8;5.083333333
2022;4;30;9;5.94
2022;4;30;10;7.388333333
2022;4;30;11;8.208333333
2022;4;30;12;10.115
2022;4;30;13;11.49333333
2022;4;30;14;12.16166667
2022;4;30;15;12.22333333
2022;4;30;16;11.70333333
2022;4;30;17;11.79166667
2022;4;30;18;10.98333333
2022;4;30;19;10.40333333
2022;4;30;20;9.795
2022;4;30;21;9.258333333
2022;4;30;22;8.805
2022;4;30;23;8.435
2022;5;1;0;8.298333333
2022;5;1;1;7.091666667
2022;5;1;2;5.586666667
2022;5;1;3;5.338333333
2022;5;1;4;5.6
2022;5;1;5;5.653333333
2022;5;1;6;5.571666667
2022;5;1;7;6.306666667
2022;5;1;8;7.151666667
2022;5;1;9;8.326666667
2022;5;1;10;9.805
2022;5;1;11;10.83166667
2022;5;1;12;11.35
2022;5;1;13;12.27
2022;5;1;14;12.54166667
2022;5;1;15;12.93666667
2022;5;1;16;13.63333333
2022;5;1;17;13.97833333
2022;5;1;18;13.62666667
2022;5;1;19;12.72666667
2022;5;1;20;11.82
2022;5;1;21;11.15833333
2022;5;1;22;11.17
2022;5;1;23;10.42166667
2022;5;2;0;9.365
2022;5;2;1;8.403333333
2022;5;2;2;7.633333333
2022;5;2;3;7.053333333
2022;5;2;4;6.31
2022;5;2;5;6.116666667
2022;5;2;6;5.715
2022;5;2;7;6.201666667
2022;5;2;8;8.665
2022;5;2;9;10.67
2022;5;2;10;12.33833333
2022;5;2;11;13.79666667
2022;5;2;12;15.56333333
2022;5;2;13;16.46166667
2022;5;2;14;16.69166667
2022;5;2;15;16.83833333
2022;5;2;16;17.165
2022;5;2;17;17.46
2022;5;2;18;16.605
2022;5;2;19;15.71166667
2022;5;2;20;14.92166667
2022;5;2;21;13.92
2022;5;2;22;13.86333333
2022;5;2;23;12.42666667
2022;5;3;0;10.90166667
2022;5;3;1;9.995
2022;5;3;2;8.931666667
2022;5;3;3;7.98
2022;5;3;4;7.52
2022;5;3;5;6.516666667
2022;5;3;6;5.973333333
2022;5;3;7;6.67
2022;5;3;8;8.198333333
2022;5;3;9;10.325
2022;5;3;10;12.13833333
2022;5;3;11;14.075
2022;5;3;12;15.515
2022;5;3;13;16.48333333
2022;5;3;14;17.44833333
2022;5;3;15;17.87
2022;5;3;16;18.36833333
2022;5;3;17;18.07833333
2022;5;3;18;17.61166667
2022;5;3;19;16.10166667
2022;5;3;20;14.57833333
2022;5;3;21;12.81333333
2022;5;3;22;11.71833333
2022;5;3;23;10.655
2022;5;4;0;9.576666667
2022;5;4;1;8.731666667
2022;5;4;2;8.166666667
2022;5;4;3;7.35
2022;5;4;4;6.616666667
2022;5;4;5;6.2
2022;5;4;6;6.043333333
2022;5;4;7;6.821666667
2022;5;4;8;7.395
2022;5;4;9;9.571666667
2022;5;4;10;11.445
2022;5;4;11;12.92166667
2022;5;4;12;14.48833333
2022;5;4;13;15.53166667
2022;5;4;14;16.395
2022;5;4;15;16.66333333
2022;5;4;16;17.29333333
2022;5;4;17;17.66
2022;5;4;18;17.16166667
2022;5;4;19;16.03666667
2022;5;4;20;14.42333333
2022;5;4;21;12.82833333
2022;5;4;22;11.68166667
2022;5;4;23;10.17333333
2022;5;5;0;9.476666667
2022;5;5;1;8.856666667
2022;5;5;2;8.65
2022;5;5;3;8.341666667
2022;5;5;4;7.716666667
2022;5;5;5;7.316666667
2022;5;5;6;7.426666667
2022;5;5;7;9.123333333
2022;5;5;8;9.921666667
2022;5;5;9;10.97
2022;5;5;10;12.375
2022;5;5;11;13.80166667
2022;5;5;12;15.07
2022;5;5;13;15.66
2022;5;5;14;16.77166667
2022;5;5;15;16.52666667
2022;5;5;16;16.19333333
2022;5;5;17;16.505
2022;5;5;18;16.39833333
2022;5;5;19;15.27666667
2022;5;5;20;14.635
2022;5;5;21;13.02833333
2022;5;5;22;12.07333333
2022;5;5;23;11.64
2022;5;6;0;11.05333333
2022;5;6;1;11.46
2022;5;6;2;10.07333333
2022;5;6;3;9.221666667
2022;5;6;4;9.236666667
2022;5;6;5;9.565
2022;5;6;6;9.143333333
2022;5;6;7;9.155
2022;5;6;8;9.388333333
2022;5;6;9;9.701666667
2022;5;6;10;11.07166667
2022;5;6;11;13.71166667
2022;5;6;12;15.59333333
2022;5;6;13;17.67666667
2022;5;6;14;18.69333333
2022;5;6;15;18.97833333
2022;5;6;16;19.65
2022;5;6;17;19.79333333
2022;5;6;18;19.29
2022;5;6;19;17.87333333
2022;5;6;20;16.475
2022;5;6;21;13.64333333
2022;5;6;22;12.44166667
2022;5;6;23;11.98
2022;5;7;0;11.58833333
2022;5;7;1;11.14333333
2022;5;7;2;10.86666667
2022;5;7;3;10.46666667
2022;5;7;4;10.225
2022;5;7;5;9.281666667
2022;5;7;6;9.271666667
2022;5;7;7;10.85166667
2022;5;7;8;12.82833333
2022;5;7;9;14.10833333
2022;5;7;10;14.14666667
2022;5;7;11;17.31
2022;5;7;12;18.82166667
2022;5;7;13;19.12166667
2022;5;7;14;20.13
2022;5;7;15;20.75666667
2022;5;7;16;20.49333333
2022;5;7;17;19.45833333
2022;5;7;18;16.83
2022;5;7;19;16.07833333
2022;5;7;20;14.91
2022;5;7;21;14.59166667
2022;5;7;22;14.03
2022;5;7;23;13.28333333
2022;5;8;0;11.68166667
2022;5;8;1;11.13333333
2022;5;8;2;11.02833333
2022;5;8;3;10.81166667
2022;5;8;4;11.205
2022;5;8;5;11.11833333
2022;5;8;6;10.845
2022;5;8;7;10.91333333
2022;5;8;8;11.005
2022;5;8;9;10.96333333
2022;5;8;10;11.15333333
2022;5;8;11;11.73166667
2022;5;8;12;13.72833333
2022;5;8;13;15.51666667
2022;5;8;14;17.73833333
2022;5;8;15;18.37666667
2022;5;8;16;19.08
2022;5;8;17;19.18
2022;5;8;18;18.97
2022;5;8;19;17.275
2022;5;8;20;15.68666667
2022;5;8;21;14.04833333
2022;5;8;22;13.09166667
2022;5;8;23;12.32833333
2022;5;9;0;11.645
2022;5;9;1;10.715
2022;5;9;2;10.13333333
2022;5;9;3;8.965
