YEAR;MO;DY;HOUR;T
2022;6;27;1;14.74666667
2022;6;27;2;15.01166667
2022;6;27;3;15.29666667
2022;6;27;4;14.76333333
2022;6;27;5;14.22833333
2022;6;27;6;14.48833333
2022;6;27;7;15.05
2022;6;27;8;15.485
2022;6;27;9;16.57833333
2022;6;27;10;17.2
2022;6;27;11;18.305
2022;6;27;12;19.24166667
2022;6;27;13;19.36666667
2022;6;27;14;18.19
2022;6;27;15;14.51333333
2022;6;27;16;14.93833333
2022;6;27;17;15.42333333
2022;6;27;18;16.94
2022;6;27;19;17.25
2022;6;27;20;15.395
2022;6;27;21;14.21666667
2022;6;27;22;13.23333333
2022;6;27;23;13.49333333
2022;6;28;0;13.14833333
2022;6;28;1;12.24166667
2022;6;28;2;11.75833333
2022;6;28;3;11.40833333
2022;6;28;4;11.21333333
2022;6;28;5;10.8
2022;6;28;6;11.01833333
2022;6;28;7;12.29666667
2022;6;28;8;15.44666667
2022;6;28;9;17.39833333
2022;6;28;10;19.19166667
2022;6;28;11;21.12333333
2022;6;28;12;22.14
2022;6;28;13;23.15333333
2022;6;28;14;23.90333333
2022;6;28;15;24.18833333
2022;6;28;16;23.96833333
2022;6;28;17;24.78333333
2022;6;28;18;25.39
2022;6;28;19;23.94833333
2022;6;28;20;21.44166667
2022;6;28;21;19.44666667
2022;6;28;22;18.10833333
2022;6;28;23;17.79166667
2022;6;29;0;17.53166667
2022;6;29;1;16.73666667
2022;6;29;2;16.17666667
2022;6;29;3;16.38
2022;6;29;4;15.65666667
2022;6;29;5;15.18166667
2022;6;29;6;15.64833333
2022;6;29;7;17.34666667
2022;6;29;8;18.07
2022;6;29;9;18.96833333
2022;6;29;10;22.01333333
2022;6;29;11;24.305
2022;6;29;12;25.76833333
2022;6;29;13;26.02333333
2022;6;29;14;26.95
2022;6;29;15;27.32833333
2022;6;29;16;27.77166667
2022;6;29;17;26.83166667
2022;6;29;18;26.19
2022;6;29;19;26.315
2022;6;29;20;24.12166667
2022;6;29;21;22.07666667
2022;6;29;22;20.17333333
2022;6;29;23;19.57666667
2022;6;30;0;19.45
2022;6;30;1;18.30333333
2022;6;30;2;17.92333333
2022;6;30;3;17.54333333
2022;6;30;4;16.81
2022;6;30;5;16.60666667
2022;6;30;6;16.14833333
2022;6;30;7;15.89833333
2022;6;30;8;17.41833333
2022;6;30;9;18.09333333
2022;6;30;10;19.885
2022;6;30;11;21.20333333
2022;6;30;12;21.01166667
2022;6;30;13;21.39666667
2022;6;30;14;22.695
2022;6;30;15;22.755
2022;6;30;16;19.51333333
2022;6;30;17;15.08666667
2022;6;30;18;12.88
2022;6;30;19;12.94833333
2022;6;30;20;12.98166667
2022;6;30;21;12.78833333
2022;6;30;22;12.46666667
2022;6;30;23;12.00333333
2022;7;1;0;11.94166667
2022;7;1;1;11.62666667
2022;7;1;2;11.09666667
2022;7;1;3;10.99
2022;7;1;4;11.055
2022;7;1;5;11.135
2022;7;1;6;11.35666667
2022;7;1;7;11.75166667
2022;7;1;8;13.64
2022;7;1;9;14.81666667
2022;7;1;10;15.52833333
2022;7;1;11;16.95666667
2022;7;1;12;16.74166667
2022;7;1;13;18.46
2022;7;1;14;19.61166667
2022;7;1;15;20.31
2022;7;1;16;19.44833333
2022;7;1;17;20.30833333
2022;7;1;18;20.52666667
2022;7;1;19;19.395
2022;7;1;20;17.03
2022;7;1;21;15.68333333
2022;7;1;22;14.03666667
2022;7;1;23;13.465
2022;7;2;0;13.71333333
2022;7;2;1;13.24833333
2022;7;2;2;12.575
2022;7;2;3;11.89666667
2022;7;2;4;11.41166667
2022;7;2;5;11.21833333
2022;7;2;6;11.58666667
2022;7;2;7;12.69666667
2022;7;2;8;15.52666667
2022;7;2;9;18.57333333
2022;7;2;10;20.30333333
2022;7;2;11;21.425
2022;7;2;12;22.38333333
2022;7;2;13;23.24
2022;7;2;14;23.95833333
2022;7;2;15;24.77333333
2022;7;2;16;25.25
2022;7;2;17;25.52333333
2022;7;2;18;25.31833333
2022;7;2;19;24.26833333
2022;7;2;20;22.06333333
2022;7;2;21;20.42
2022;7;2;22;17.98333333
2022;7;2;23;17.31333333
2022;7;3;0;16.77
2022;7;3;1;16.12666667
2022;7;3;2;16.05666667
2022;7;3;3;15.75833333
2022;7;3;4;14.55833333
2022;7;3;5;13.45333333
2022;7;3;6;13.21666667
2022;7;3;7;14.44166667
2022;7;3;8;16.77833333
2022;7;3;9;18.30333333
2022;7;3;10;19.455
2022;7;3;11;20.66333333
2022;7;3;12;21.725
2022;7;3;13;22.245
2022;7;3;14;22.17166667
2022;7;3;15;22.56
2022;7;3;16;22.39333333
2022;7;3;17;22
2022;7;3;18;21.99166667
2022;7;3;19;20.87166667
2022;7;3;20;19.32833333
2022;7;3;21;17.865
2022;7;3;22;15.78833333
2022;7;3;23;13.92
2022;7;4;0;13.00166667
2022;7;4;1;12.43333333
2022;7;4;2;12.025
2022;7;4;3;11.81
2022;7;4;4;11.52166667
2022;7;4;5;11.48
2022;7;4;6;11.42333333
2022;7;4;7;12.79333333
2022;7;4;8;15.49333333
2022;7;4;9;17.77
2022;7;4;10;18.76666667
2022;7;4;11;19.415
2022;7;4;12;20.89333333
2022;7;4;13;22.44
2022;7;4;14;22.06
2022;7;4;15;23.815
2022;7;4;16;23.14333333
2022;7;4;17;23.655
2022;7;4;18;22.77166667
2022;7;4;19;22.295
2022;7;4;20;20.62
2022;7;4;21;18.485
2022;7;4;22;16.86833333
2022;7;4;23;17.225
2022;7;5;0;16.44333333
2022;7;5;1;14.53166667
2022;7;5;2;13.83333333
2022;7;5;3;12.94666667
2022;7;5;4;12.50166667
2022;7;5;5;12.35166667
2022;7;5;6;12.28833333
2022;7;5;7;13.69666667
2022;7;5;8;16.76
2022;7;5;9;18.665
2022;7;5;10;19.27666667
2022;7;5;11;20.01166667
2022;7;5;12;20.93
2022;7;5;13;21.08
2022;7;5;14;22.025
2022;7;5;15;22.37166667
2022;7;5;16;22.855
2022;7;5;17;22.14333333
2022;7;5;18;20.58666667
2022;7;5;19;18.96666667
2022;7;5;20;17.72833333
2022;7;5;21;16.805
2022;7;5;22;15.65166667
2022;7;5;23;14.07666667
2022;7;6;0;12.48333333
2022;7;6;1;11.875
2022;7;6;2;11.62833333
2022;7;6;3;10.75833333
2022;7;6;4;10.35666667
2022;7;6;5;9.646666667
2022;7;6;6;9.485
2022;7;6;7;11.475
2022;7;6;8;13.55333333
2022;7;6;9;14.98
2022;7;6;10;16.10666667
2022;7;6;11;17.315
2022;7;6;12;17.72
2022;7;6;13;18.09833333
2022;7;6;14;18.54666667
2022;7;6;15;19.64333333
2022;7;6;16;20.14333333
2022;7;6;17;21.095
2022;7;6;18;20.78166667
2022;7;6;19;19.87
2022;7;6;20;19.09333333
2022;7;6;21;17.975
2022;7;6;22;16.38166667
2022;7;6;23;16.12166667
2022;7;7;0;16.265
2022;7;7;1;15.97833333
2022;7;7;2;15.78833333
2022;7;7;3;16.34833333
2022;7;7;4;16.25833333
2022;7;7;5;16.215
2022;7;7;6;15.9
2022;7;7;7;16.14
2022;7;7;8;15.60833333
2022;7;7;9;15.47833333
2022;7;7;10;15.95833333
2022;7;7;11;16.30833333
2022;7;7;12;16.97166667
2022;7;7;13;16.60166667
2022;7;7;14;16.46
2022;7;7;15;16.40333333
2022;7;7;16;17.23166667
2022;7;7;17;17.865
2022;7;7;18;17.845
2022;7;7;19;17.15666667
2022;7;7;20;15.97833333
2022;7;7;21;15.435
2022;7;7;22;14.89333333
2022;7;7;23;14.175
2022;7;8;0;13.6
2022;7;8;1;13.34833333
2022;7;8;2;12.89166667
2022;7;8;3;11.88666667
2022;7;8;4;10.72
2022;7;8;5;10.27833333
2022;7;8;6;10.33166667
2022;7;8;7;11.645
2022;7;8;8;13.66
2022;7;8;9;15.32166667
2022;7;8;10;17.21666667
2022;7;8;11;17.83333333
2022;7;8;12;19.03666667
2022;7;8;13;20.57666667
2022;7;8;14;21.85
2022;7;8;15;22.145
2022;7;8;16;23.17
2022;7;8;17;22.68833333
2022;7;8;18;21.88666667
2022;7;8;19;20.925
2022;7;8;20;20.55
2022;7;8;21;18.86
2022;7;8;22;16.82333333
2022;7;8;23;16.34833333
2022;7;9;0;15.81833333
2022;7;9;1;15.24666667
2022;7;9;2;15.04
2022;7;9;3;14.02833333
2022;7;9;4;13.43
2022;7;9;5;12.93333333
2022;7;9;6;13.24333333
2022;7;9;7;14.85
2022;7;9;8;17.995
2022;7;9;9;19.89
2022;7;9;10;20.675
2022;7;9;11;21.55166667
2022;7;9;12;22.505
2022;7;9;13;23.71666667
2022;7;9;14;23.05333333
2022;7;9;15;22.13333333
2022;7;9;16;21.87666667
2022;7;9;17;21.58833333
2022;7;9;18;21.19
2022;7;9;19;19.94333333
2022;7;9;20;18.92166667
2022;7;9;21;18.13
2022;7;9;22;17.14833333
2022;7;9;23;15.45
2022;7;10;0;14.17833333
2022;7;10;1;13.28666667
2022;7;10;2;12.38
2022;7;10;3;11.44833333
2022;7;10;4;10.58833333
2022;7;10;5;10.18166667
2022;7;10;6;10.13
2022;7;10;7;11.63333333
2022;7;10;8;12.79666667
2022;7;10;9;13.58666667
2022;7;10;10;15.08333333
2022;7;10;11;16.5
2022;7;10;12;17.56
2022;7;10;13;17.51333333
2022;7;10;14;18.19666667
2022;7;10;15;19.53333333
2022;7;10;16;20.13333333
2022;7;10;17;20.42
2022;7;10;18;19.50333333
2022;7;10;19;19.39
2022;7;10;20;19.15666667
2022;7;10;21;18.23
2022;7;10;22;16.3
2022;7;10;23;15.01833333
2022;7;11;0;15.32166667
2022;7;11;1;14.14166667
2022;7;11;2;13.575
2022;7;11;3;13.445
2022;7;11;4;12.95333333
2022;7;11;5;12.64666667
2022;7;11;6;12.79333333
2022;7;11;7;14.245
2022;7;11;8;15.39666667
2022;7;11;9;16.44833333
2022;7;11;10;18.03333333
2022;7;11;11;19.66666667
2022;7;11;12;20.07
2022;7;11;13;20.325
2022;7;11;14;20.835
2022;7;11;15;21.755
2022;7;11;16;21.32166667
2022;7;11;17;22.53166667
2022;7;11;18;22.20833333
2022;7;11;19;21.00666667
2022;7;11;20;19.25666667
2022;7;11;21;18.25166667
2022;7;11;22;16.88
2022;7;11;23;15.99
2022;7;12;0;15.405
2022;7;12;1;14.79833333
2022;7;12;2;13.88666667
2022;7;12;3;13.45166667
2022;7;12;4;13.53
2022;7;12;5;13.24833333
2022;7;12;6;13.57166667
2022;7;12;7;14.95666667
2022;7;12;8;17.39333333
2022;7;12;9;19.62666667
2022;7;12;10;21.92166667
2022;7;12;11;23.74
2022;7;12;12;24.9
2022;7;12;13;26.22333333
2022;7;12;14;27.765
2022;7;12;15;28.46333333
2022;7;12;16;28.62
2022;7;12;17;29.14833333
2022;7;12;18;28.46166667
2022;7;12;19;26.73
2022;7;12;20;25.30666667
2022;7;12;21;24
2022;7;12;22;22.62833333
2022;7;12;23;22.705
2022;7;13;0;22.66833333
2022;7;13;1;21.77666667
2022;7;13;2;21.17
2022;7;13;3;20.85666667
2022;7;13;4;21.18833333
2022;7;13;5;20.735
2022;7;13;6;20.67333333
2022;7;13;7;21.32833333
2022;7;13;8;21.63833333
2022;7;13;9;23.08166667
2022;7;13;10;26.30333333
2022;7;13;11;28.47666667
2022;7;13;12;29.925
2022;7;13;13;29.86166667
2022;7;13;14;30.635
2022;7;13;15;30.715
2022;7;13;16;29.85
2022;7;13;17;29.265
2022;7;13;18;28.33
2022;7;13;19;26.525
2022;7;13;20;24.72666667
2022;7;13;21;22.94
2022;7;13;22;21.95166667
2022;7;13;23;21.03833333
2022;7;14;0;20.47166667
2022;7;14;1;19.51333333
2022;7;14;2;18.64333333
2022;7;14;3;17.68333333
2022;7;14;4;17.17166667
2022;7;14;5;16.82166667
2022;7;14;6;16.705
2022;7;14;7;17.08166667
2022;7;14;8;17.47333333
2022;7;14;9;18.07
2022;7;14;10;19.32833333
2022;7;14;11;21.43833333
2022;7;14;12;22.78166667
2022;7;14;13;23.74333333
2022;7;14;14;24.53
2022;7;14;15;23.76833333
2022;7;14;16;23.34
2022;7;14;17;24.05
2022;7;14;18;23.01166667
2022;7;14;19;22.22
2022;7;14;20;20.815
2022;7;14;21;19.635
2022;7;14;22;18.515
2022;7;14;23;16.77333333
2022;7;15;0;15.53833333
2022;7;15;1;14.58833333
2022;7;15;2;13.62333333
2022;7;15;3;13.31833333
2022;7;15;4;13.31333333
2022;7;15;5;12.745
2022;7;15;6;11.99166667
2022;7;15;7;12.44833333
2022;7;15;8;14.12333333
2022;7;15;9;15.14166667
2022;7;15;10;17.17166667
2022;7;15;11;17.68666667
2022;7;15;12;19.39666667
2022;7;15;13;20.13
2022;7;15;14;20.18333333
2022;7;15;15;20.6
2022;7;15;16;21.87
2022;7;15;17;23.09166667
2022;7;15;18;22.32166667
2022;7;15;19;21.06833333
2022;7;15;20;19.72333333
2022;7;15;21;17.77333333
2022;7;15;22;15.55
2022;7;15;23;14.685
2022;7;16;0;14.23333333
2022;7;16;1;13.59
2022;7;16;2;13.24666667
2022;7;16;3;12.815
2022;7;16;4;12.23166667
2022;7;16;5;12.04166667
2022;7;16;6;12.64833333
2022;7;16;7;13.65166667
2022;7;16;8;16.54166667
2022;7;16;9;18.08
2022;7;16;10;18.725
2022;7;16;11;19.51666667
2022;7;16;12;20.51833333
2022;7;16;13;21.52666667
2022;7;16;14;22.11666667
2022;7;16;15;23.25666667
2022;7;16;16;23.595
2022;7;16;17;23.23833333
2022;7;16;18;22.84333333
2022;7;16;19;21.86833333
2022;7;16;20;20.33
2022;7;16;21;18.945
2022;7;16;22;16.87833333
2022;7;16;23;15.33666667
2022;7;17;0;14.48666667
2022;7;17;1;13.49833333
2022;7;17;2;13.09166667
2022;7;17;3;13.09666667
2022;7;17;4;11.725
2022;7;17;5;11.02666667
2022;7;17;6;10.93666667
2022;7;17;7;12.32833333
2022;7;17;8;15.635
2022;7;17;9;18.76333333
2022;7;17;10;20.32
2022;7;17;11;21.75
2022;7;17;12;22.95166667
2022;7;17;13;23.80666667
2022;7;17;14;25.51666667
2022;7;17;15;25.985
2022;7;17;16;26.665
2022;7;17;17;27
2022;7;17;18;27.04166667
2022;7;17;19;25.07833333
2022;7;17;20;23.86333333
2022;7;17;21;22.21833333
2022;7;17;22;21.13666667
2022;7;17;23;19.84
2022;7;18;0;19.42
2022;7;18;1;18.97166667
2022;7;18;2;18.27333333
2022;7;18;3;18.145
2022;7;18;4;18.37666667
2022;7;18;5;18.38166667
2022;7;18;6;18.685
2022;7;18;7;19.445
2022;7;18;8;21.48
2022;7;18;9;24.27833333
2022;7;18;10;26.935
2022;7;18;11;29.45333333
2022;7;18;12;30.43333333
2022;7;18;13;31.35333333
2022;7;18;14;32.645
2022;7;18;15;33.63666667
2022;7;18;16;33.96666667
2022;7;18;17;34.515
2022;7;18;18;34.20833333
2022;7;18;19;32.355
2022;7;18;20;29.22166667
2022;7;18;21;27.685
2022;7;18;22;25.70333333
2022;7;18;23;24.54166667
2022;7;19;0;23.08833333
2022;7;19;1;23.54166667
2022;7;19;2;23.02333333
2022;7;19;3;22.12166667
2022;7;19;4;21.995
2022;7;19;5;21.89
2022;7;19;6;21.76833333
2022;7;19;7;22.97833333
2022;7;19;8;25.56
2022;7;19;9;27.97833333
2022;7;19;10;30.64333333
2022;7;19;11;33.13833333
2022;7;19;12;35.01166667
2022;7;19;13;36.11
2022;7;19;14;37.22833333
2022;7;19;15;37.815
2022;7;19;16;38.40666667
2022;7;19;17;38.545
2022;7;19;18;37.68
2022;7;19;19;35.89166667
2022;7;19;20;33.04333333
2022;7;19;21;30.62166667
2022;7;19;22;29.245
2022;7;19;23;28.25666667
2022;7;20;0;27.82166667
2022;7;20;1;27.81
2022;7;20;2;27.34333333
2022;7;20;3;26.16666667
2022;7;20;4;23.22666667
2022;7;20;5;21.485
2022;7;20;6;20.85166667
2022;7;20;7;21.39
2022;7;20;8;22.57
2022;7;20;9;22.45166667
2022;7;20;10;23.18166667
2022;7;20;11;25.81333333
2022;7;20;12;27.44
2022;7;20;13;27.85333333
2022;7;20;14;28.115
2022;7;20;15;28.91166667
2022;7;20;16;28.34333333
2022;7;20;17;26.355
2022;7;20;18;24.69166667
2022;7;20;19;23.80833333
2022;7;20;20;22.41
2022;7;20;21;18.48166667
2022;7;20;22;16.76333333
2022;7;20;23;16.60333333
2022;7;21;0;16.475
2022;7;21;1;16.20166667
2022;7;21;2;16.16
2022;7;21;3;16.23833333
2022;7;21;4;16.48
2022;7;21;5;16.605
2022;7;21;6;16.675
2022;7;21;7;16.85666667
2022;7;21;8;17.43166667
2022;7;21;9;18.345
2022;7;21;10;18.385
2022;7;21;11;17.91166667
2022;7;21;12;17.84333333
2022;7;21;13;18.45
2022;7;21;14;18.40333333
2022;7;21;15;17.30666667
2022;7;21;16;16.79833333
2022;7;21;17;17.98333333
2022;7;21;18;18.485
2022;7;21;19;17.94333333
2022;7;21;20;17.32333333
2022;7;21;21;16.93333333
2022;7;21;22;16.275
2022;7;21;23;16.00166667
2022;7;22;0;15.70833333
2022;7;22;1;15.405
2022;7;22;2;15.01166667
2022;7;22;3;14.54
2022;7;22;4;13.92166667
2022;7;22;5;13.66333333
2022;7;22;6;13.905
2022;7;22;7;14.64166667
2022;7;22;8;15.58166667
2022;7;22;9;16.925
2022;7;22;10;18.67
2022;7;22;11;19.48833333
2022;7;22;12;20.70666667
2022;7;22;13;21.615
2022;7;22;14;22.40666667
2022;7;22;15;23.35333333
2022;7;22;16;23.6
2022;7;22;17;23.96
2022;7;22;18;22.53833333
2022;7;22;19;21.57166667
2022;7;22;20;20.74166667
2022;7;22;21;20.05666667
2022;7;22;22;17.765
2022;7;22;23;16.55833333
2022;7;23;0;15.97
2022;7;23;1;15.73833333
2022;7;23;2;15.17166667
2022;7;23;3;14.87
2022;7;23;4;14.74333333
2022;7;23;5;14.67666667
2022;7;23;6;14.89333333
2022;7;23;7;14.905
2022;7;23;8;15.28666667
2022;7;23;9;17.51666667
2022;7;23;10;19.23333333
2022;7;23;11;20.895
2022;7;23;12;22.34166667
2022;7;23;13;23.67333333
2022;7;23;14;24.8
2022;7;23;15;25.15333333
2022;7;23;16;25.72333333
2022;7;23;17;25.705
2022;7;23;18;25.37333333
2022;7;23;19;24.44
2022;7;23;20;22.76
2022;7;23;21;21.335
2022;7;23;22;20.00166667
2022;7;23;23;19.06333333
2022;7;24;0;18.68333333
2022;7;24;1;18.655
2022;7;24;2;18.47
2022;7;24;3;18.425
2022;7;24;4;18.045
2022;7;24;5;17.09666667
2022;7;24;6;15.74666667
2022;7;24;7;16.63166667
2022;7;24;8;19.22833333
2022;7;24;9;22.50833333
2022;7;24;10;24.24833333
2022;7;24;11;25.67166667
2022;7;24;12;26.85333333
2022;7;24;13;28.33833333
2022;7;24;14;29.58
2022;7;24;15;30.46166667
2022;7;24;16;31.295
2022;7;24;17;31.39
2022;7;24;18;31.11333333
2022;7;24;19;29.62166667
2022;7;24;20;27.54833333
2022;7;24;21;25.86666667
2022;7;24;22;24.82666667
2022;7;24;23;24.16333333
2022;7;25;0;22.83833333
2022;7;25;1;22.01166667
2022;7;25;2;21.335
2022;7;25;3;20.95333333
2022;7;25;4;20.55166667
2022;7;25;5;20.445
2022;7;25;6;21.425
2022;7;25;7;22.58166667
2022;7;25;8;23.21166667
2022;7;25;9;23.15
2022;7;25;10;23.34833333
2022;7;25;11;23.89
2022;7;25;12;25.61
2022;7;25;13;25.67666667
2022;7;25;14;25.695
2022;7;25;15;23.39333333
2022;7;25;16;23.99166667
2022;7;25;17;23.54833333
2022;7;25;18;23.47833333
2022;7;25;19;22.91
2022;7;25;20;21.85333333
2022;7;25;21;20.30166667
2022;7;25;22;19.74
2022;7;25;23;18.78
2022;7;26;0;17.54333333
2022;7;26;1;16.25333333
2022;7;26;2;15.29333333
2022;7;26;3;14.51166667
2022;7;26;4;14.33333333
2022;7;26;5;15.04333333
2022;7;26;6;15.51666667
2022;7;26;7;15.975
2022;7;26;8;16.77833333
2022;7;26;9;17.545
2022;7;26;10;19.71
2022;7;26;11;19.98166667
2022;7;26;12;20.60833333
2022;7;26;13;20.69
2022;7;26;14;22.24833333
2022;7;26;15;22.64833333
2022;7;26;16;22.66833333
2022;7;26;17;20.12833333
2022;7;26;18;19.18333333
2022;7;26;19;18.54666667
2022;7;26;20;17.78
2022;7;26;21;16.99
2022;7;26;22;16.42833333
2022;7;26;23;16.435
2022;7;27;0;16.06666667
2022;7;27;1;15.525
2022;7;27;2;14.89666667
2022;7;27;3;14.23666667
2022;7;27;4;13.03166667
2022;7;27;5;12.07833333
2022;7;27;6;11.59833333
2022;7;27;7;12.10833333
2022;7;27;8;13.61
2022;7;27;9;15.83
2022;7;27;10;16.13333333
2022;7;27;11;17.60333333
2022;7;27;12;17.75666667
2022;7;27;13;19.52333333
2022;7;27;14;20.07666667
2022;7;27;15;20.88
2022;7;27;16;21.27333333
2022;7;27;17;20.22333333
2022;7;27;18;20.26333333
2022;7;27;19;19.14833333
2022;7;27;20;18.165
2022;7;27;21;16.85
2022;7;27;22;15.99833333
2022;7;27;23;15.60833333
2022;7;28;0;14.81833333
2022;7;28;1;13.725
2022;7;28;2;13.76
2022;7;28;3;13.17166667
2022;7;28;4;12.17833333
2022;7;28;5;11.44833333
2022;7;28;6;11.425
2022;7;28;7;12.42833333
2022;7;28;8;14.01166667
2022;7;28;9;17.16
2022;7;28;10;19.65833333
2022;7;28;11;21.01166667
2022;7;28;12;22.15166667
2022;7;28;13;22.96833333
2022;7;28;14;23.74333333
2022;7;28;15;24.16
2022;7;28;16;23.775
2022;7;28;17;23.17833333
2022;7;28;18;23.48666667
2022;7;28;19;22.56166667
2022;7;28;20;21.30666667
2022;7;28;21;20.42666667
2022;7;28;22;19.7
2022;7;28;23;18.75333333
2022;7;29;0;18.11166667
2022;7;29;1;17.515
2022;7;29;2;17.295
2022;7;29;3;17.22333333
2022;7;29;4;16.96333333
2022;7;29;5;15.98333333
2022;7;29;6;15.8
2022;7;29;7;16.425
2022;7;29;8;17.24666667
2022;7;29;9;18.955
2022;7;29;10;19.90166667
2022;7;29;11;21.54833333
2022;7;29;12;22.67166667
2022;7;29;13;23.885
2022;7;29;14;24.48666667
2022;7;29;15;24.355
2022;7;29;16;24.665
2022;7;29;17;24.48333333
2022;7;29;18;23.80333333
2022;7;29;19;23.595
2022;7;29;20;22.14
2022;7;29;21;19.615
2022;7;29;22;17.73166667
2022;7;29;23;18.015
2022;7;30;0;17.51833333
2022;7;30;1;16.86
2022;7;30;2;16.29
2022;7;30;3;15.20833333
2022;7;30;4;14.00333333
2022;7;30;5;13.48833333
2022;7;30;6;14.04333333
2022;7;30;7;14.095
2022;7;30;8;15.145
2022;7;30;9;17.38333333
2022;7;30;10;18.83166667
2022;7;30;11;21.22166667
2022;7;30;12;22.73166667
2022;7;30;13;23.72166667
2022;7;30;14;24.25
2022;7;30;15;24.785
2022;7;30;16;24.97
2022;7;30;17;24.78333333
2022;7;30;18;25.40333333
2022;7;30;19;23.75166667
2022;7;30;20;22.41833333
2022;7;30;21;21.07666667
2022;7;30;22;19.52166667
2022;7;30;23;19.305
2022;7;31;0;20.11333333
2022;7;31;1;19.86333333
2022;7;31;2;19.43666667
2022;7;31;3;18.28
2022;7;31;4;17.23833333
2022;7;31;5;16.56666667
2022;7;31;6;16.31
2022;7;31;7;16.47333333
2022;7;31;8;17.18
2022;7;31;9;18.58166667
2022;7;31;10;20.89333333
2022;7;31;11;22.49333333
2022;7;31;12;23.66666667
2022;7;31;13;25.17666667
2022;7;31;14;25.75166667
2022;7;31;15;25.785
2022;7;31;16;25.13166667
2022;7;31;17;24.58833333
2022;7;31;18;23.63333333
2022;7;31;19;22.83333333
2022;7;31;20;22.15833333
2022;7;31;21;21.50166667
2022;7;31;22;20.79166667
2022;7;31;23;20.14333333
2022;8;1;0;19.73333333
2022;8;1;1;19.325
2022;8;1;2;19.145
2022;8;1;3;18.92833333
2022;8;1;4;18.63666667
2022;8;1;5;18.46166667
2022;8;1;6;18.31166667
2022;8;1;7;18.3
2022;8;1;8;18.2
2022;8;1;9;17.82833333
2022;8;1;10;18.015
2022;8;1;11;17.84833333
2022;8;1;12;19.70166667
2022;8;1;13;22.05833333
2022;8;1;14;22.185
2022;8;1;15;23.745
2022;8;1;16;24.265
2022;8;1;17;24.01333333
2022;8;1;18;23.74833333
2022;8;1;19;23.51833333
2022;8;1;20;22.03333333
2022;8;1;21;20.265
2022;8;1;22;19.06833333
2022;8;1;23;17.99166667
2022;8;2;0;16.85666667
2022;8;2;1;16.68833333
2022;8;2;2;16.91
2022;8;2;3;16.40833333
2022;8;2;4;16.235
2022;8;2;5;15.91333333
2022;8;2;6;15.95333333
2022;8;2;7;16.465
2022;8;2;8;18.695
2022;8;2;9;20.92333333
2022;8;2;10;23.445
2022;8;2;11;25.21833333
2022;8;2;12;26.00333333
2022;8;2;13;26.84
2022;8;2;14;27.535
2022;8;2;15;28.34
2022;8;2;16;28.21333333
2022;8;2;17;28.55333333
2022;8;2;18;28.60666667
2022;8;2;19;27.29833333
2022;8;2;20;25.10333333
2022;8;2;21;22.87
2022;8;2;22;21.65166667
2022;8;2;23;21.005
2022;8;3;0;21.10666667
2022;8;3;1;20.57166667
2022;8;3;2;20.22833333
2022;8;3;3;19.14
2022;8;3;4;18.48333333
2022;8;3;5;17.91
2022;8;3;6;17.37166667
2022;8;3;7;18.23
2022;8;3;8;20.405
2022;8;3;9;24.89
2022;8;3;10;27.34833333
2022;8;3;11;28.74166667
2022;8;3;12;30.285
2022;8;3;13;30.59333333
2022;8;3;14;31.64833333
2022;8;3;15;32.58666667
2022;8;3;16;33.15666667
2022;8;3;17;33.10666667
2022;8;3;18;32.97833333
2022;8;3;19;30.765
2022;8;3;20;28.51333333
2022;8;3;21;27.02166667
2022;8;3;22;25.61833333
2022;8;3;23;24.40666667
2022;8;4;0;23.43833333
2022;8;4;1;22.60166667
2022;8;4;2;21.97166667
2022;8;4;3;21.67166667
2022;8;4;4;21.34333333
2022;8;4;5;21.20333333
2022;8;4;6;21.21333333
2022;8;4;7;22.01333333
2022;8;4;8;23.965
2022;8;4;9;26.10333333
2022;8;4;10;27.11333333
2022;8;4;11;28.68666667
2022;8;4;12;26.83833333
2022;8;4;13;29.36666667
2022;8;4;14;27.76666667
2022;8;4;15;26.03666667
2022;8;4;16;26.60333333
2022;8;4;17;28.815
2022;8;4;18;27.99
2022;8;4;19;26.25666667
2022;8;4;20;24.585
2022;8;4;21;24.05
2022;8;4;22;22.62
2022;8;4;23;19.73166667
2022;8;5;0;18.83666667
2022;8;5;1;18.14166667
2022;8;5;2;17.41333333
2022;8;5;3;17.11333333
2022;8;5;4;16.845
2022;8;5;5;16.885
2022;8;5;6;16.745
2022;8;5;7;16.55333333
2022;8;5;8;16.66833333
2022;8;5;9;16.625
2022;8;5;10;15.87333333
2022;8;5;11;15.975
2022;8;5;12;18.33166667
2022;8;5;13;20.52333333
2022;8;5;14;21.06
2022;8;5;15;20.64
2022;8;5;16;21.37833333
2022;8;5;17;21.27333333
2022;8;5;18;20.555
2022;8;5;19;20.13666667
2022;8;5;20;18.98
2022;8;5;21;17.43833333
2022;8;5;22;15.87333333
2022;8;5;23;14.37833333
2022;8;6;0;13.19666667
2022;8;6;1;12.33333333
2022;8;6;2;10.74833333
2022;8;6;3;10.17
2022;8;6;4;9.743333333
2022;8;6;5;9.508333333
2022;8;6;6;9.34
2022;8;6;7;10.35666667
2022;8;6;8;12.625
2022;8;6;9;14.98
2022;8;6;10;16.36666667
2022;8;6;11;17.635
2022;8;6;12;18.935
2022;8;6;13;19.835
2022;8;6;14;20.65
2022;8;6;15;21.19
2022;8;6;16;21.08166667
2022;8;6;17;21.24333333
