I_north;I_east;I_south;I_west
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
1.5;136.5;271.5;406.5
19.0;1729.0;3439.0;5149.0
60.5;5505.5;10950.5;16395.5
360.48;14040.98;26948.52;40358.02
17556.73;40334.45;31519.27;57791.55
-4992.56;28387.43;66229.56;94049.57
-2940.51;33565.77;70486.51;101480.23
-1645.5;32183.4;65034.5;94475.6
-1282.09;30519.99;60556.09;87974.01
42.13;13772.34;27297.87;40657.66
72.0;6552.0;13032.0;19512.0
38.0;3458.0;6878.0;10298.0
12.0;1092.0;2172.0;3252.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
1.0;91.0;181.0;271.0
6.5;591.5;1176.5;1761.5
22.0;2002.0;3982.0;5962.0
17.5;1592.5;3167.5;4742.5
22.5;2047.5;4072.5;6097.5
43.0;3913.0;7783.0;11653.0
66.5;6051.5;12036.5;18021.5
60.0;5460.0;10860.0;16260.0
39.5;3594.5;7149.5;10704.5
40.0;3640.0;7240.0;10840.0
58.5;5323.5;10588.5;15853.5
45.0;4095.0;8145.0;12195.0
14.0;1274.0;2534.0;3794.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
1.0;91.0;181.0;271.0
4.5;409.5;814.5;1219.5
13.0;1183.0;2353.0;3523.0
23.5;2138.5;4253.5;6368.5
25.0;2275.0;4525.0;6775.0
43.0;3913.0;7783.0;11653.0
31.5;2866.5;5701.5;8536.5
58.0;5278.0;10498.0;15718.0
54.0;4914.0;9774.0;14634.0
43.0;3913.0;7783.0;11653.0
40.5;3685.5;7330.5;10975.5
40.5;3685.5;7330.5;10975.5
12.0;1092.0;2172.0;3252.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
1.0;91.0;181.0;271.0
12.5;1137.5;2262.5;3387.5
49.5;4504.5;8959.5;13414.5
99.0;9009.0;17919.0;26829.0
101.0;9191.0;18281.0;27371.0
82.5;7507.5;14932.5;22357.5
161.0;14651.0;29141.0;43631.0
172.83;16517.7;32858.17;49183.3
106.0;9646.0;19186.0;28726.0
70.48;11972.24;23748.52;35426.76
66.93;7299.62;14487.07;21654.38
37.0;3367.0;6697.0;10027.0
19.5;1774.5;3529.5;5284.5
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
-28.73;768.7;1423.73;2066.3
-69.77;6485.2;11665.77;16990.8
408.28;16352.28;28684.72;42260.72
1881.75;26465.78;44497.25;66623.22
9589.8;39134.24;51220.2;82695.76
-8264.1;25772.22;67202.1;92025.78
189.41;18380.19;36572.59;54741.81
-162.06;21309.37;42567.06;63125.63
148.5;13513.5;26878.5;40243.5
109.26;14511.0;28809.74;43028.0
-78.08;13112.52;25548.08;37647.48
-30.34;7882.19;14978.34;21915.81
18.08;4096.37;5185.92;6327.63
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
8.5;773.5;1538.5;2303.5
42.54;4056.41;8050.46;12046.59
163.1;10832.56;20688.9;30809.44
116.5;10601.5;21086.5;31571.5
131.5;11966.5;23801.5;35636.5
114.5;10419.5;20724.5;31029.5
114.5;10419.5;20724.5;31029.5
93.0;8463.0;16833.0;25203.0
53.5;4868.5;9683.5;14498.5
46.0;4186.0;8326.0;12466.0
42.0;3822.0;7602.0;11382.0
34.0;3094.0;6154.0;9214.0
13.0;1183.0;2353.0;3523.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
4.0;364.0;724.0;1084.0
11.5;1046.5;2081.5;3116.5
28.0;2548.0;5068.0;7588.0
37.0;3367.0;6697.0;10027.0
70.5;6415.5;12760.5;19105.5
85.5;7780.5;15475.5;23170.5
91.0;8281.0;16471.0;24661.0
93.5;8508.5;16923.5;25338.5
118.0;10738.0;21358.0;31978.0
65.0;5915.0;11765.0;17615.0
85.0;7735.0;15385.0;23035.0
46.0;4186.0;8326.0;12466.0
19.71;2135.62;3883.29;5637.38
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
7.0;637.0;1267.0;1897.0
26.0;2366.0;4706.0;7046.0
36.0;3276.0;6516.0;9756.0
72.5;6597.5;13122.5;19647.5
87.5;7962.5;15837.5;23712.5
99.5;9054.5;18009.5;26964.5
132.5;12057.5;23982.5;35907.5
111.5;10146.5;20181.5;30216.5
79.0;7189.0;14299.0;21409.0
71.0;6461.0;12851.0;19241.0
84.5;7689.5;15294.5;22899.5
51.91;5157.55;10228.09;15292.45
16.0;1456.0;2896.0;4336.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
3.5;318.5;633.5;948.5
21.0;1911.0;3801.0;5691.0
42.0;3822.0;7602.0;11382.0
56.0;5096.0;10136.0;15176.0
47.5;4322.5;8597.5;12872.5
-909.37;13112.53;28044.37;40932.47
-3052.27;32263.76;68018.27;97502.24
-3429.12;39529.87;80410.12;114491.13
-2247.35;36333.26;71574.35;102383.74
-1255.97;28459.97;54872.97;78797.03
-519.34;17866.26;33651.34;48385.74
50.42;5304.31;10500.58;15686.69
36.63;3828.75;5637.37;7515.25
0.5;45.5;90.5;135.5
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
3.5;318.5;633.5;948.5
25.0;2275.0;4525.0;6775.0
32.0;2912.0;5792.0;8672.0
37.5;3412.5;6787.5;10162.5
35.5;3230.5;6425.5;9620.5
51.5;4686.5;9321.5;13956.5
72.5;6597.5;13122.5;19647.5
77.0;7007.0;13937.0;20867.0
74.0;6734.0;13394.0;20054.0
71.0;6461.0;12851.0;19241.0
94.0;8554.0;17014.0;25474.0
46.0;4186.0;8326.0;12466.0
20.0;1820.0;3620.0;5420.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
-4.93;1386.41;2702.93;4011.59
-102.02;7874.77;14149.02;20572.23
357.59;17542.46;31112.41;45787.54
1170.57;22707.44;40276.43;60229.56
8578.42;37876.14;51081.58;81543.86
-6615.77;26798.85;66175.77;92161.15
-152.45;16467.57;33130.45;49180.43
-1080.24;22969.57;46259.24;67209.43
-1129.31;28158.13;55634.31;80706.87
-43.9;14097.77;27808.9;41207.23
-513.71;17893.86;33733.71;48536.14
33.17;6694.75;13042.83;19341.25
95.78;6502.06;7650.22;9073.94
-19.14;17.74;196.14;339.26
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
6.49;1419.86;2800.51;4177.14
-56.53;7727.2;14231.53;20847.8
353.96;17550.58;31228.04;45981.42
1540.76;25617.38;44274.24;66187.62
2788.41;23758.23;39748.59;61078.77
-1566.28;21949.73;47024.28;68598.27
-52.86;20393.17;40865.86;60829.83
-1873.13;32943.88;66487.13;96110.12
-982.14;28615.11;56526.14;82278.89
-746.89;24963.71;48466.89;70366.29
-1014.69;23897.26;44022.69;62310.74
-485.54;14785.97;25056.54;34535.03
77.85;5699.37;7434.15;9372.63
1.0;91.0;181.0;271.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
9.63;1646.71;3253.37;4856.29
-90.93;8265.76;14974.93;21828.24
361.53;17854.43;31752.47;46749.57
1827.14;27748.2;47124.86;70433.8
10164.77;41287.96;53292.23;85799.04
-11783.51;31515.44;85760.51;116531.56
-5085.63;39176.2;83968.63;118636.8
-3289.82;40100.44;81366.82;116096.56
-2286.86;37666.87;74112.86;106069.13
-1635.86;32603.35;62402.86;89093.65
-1133.92;25285.94;46430.92;65551.06
-279.76;12907.49;22618.76;31841.51
78.66;5940.41;7598.34;9476.59
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
15.5;1410.5;2805.5;4200.5
-58.95;7926.53;14584.95;21359.47
287.47;15894.44;29061.53;42974.56
1654.32;26581.67;45659.68;68252.33
9746.11;40178.8;52307.89;84065.2
-4527.21;25402.97;59667.21;84637.03
-4360.46;37132.85;79084.46;112291.15
-2575.18;36789.79;74460.18;106915.21
-1884.43;34949.6;68841.43;98967.4
-900.94;26506.02;51263.94;74166.98
119.5;10874.5;21629.5;32384.5
72.5;6597.5;13122.5;19647.5
20.0;1820.0;3620.0;5420.0
0.5;45.5;90.5;135.5
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
6.0;546.0;1086.0;1626.0
48.8;5308.44;10481.2;15661.56
128.72;10281.15;20095.28;30012.85
673.09;18891.04;35012.91;52344.96
499.75;17723.71;34326.25;51572.29
-4138.27;25364.14;58846.27;83793.86
89.99;18321.65;36564.01;54602.35
-79.98;22671.49;45224.98;67203.51
-373.65;24424.26;48390.65;71292.74
-261.88;19995.96;39185.88;57628.04
68.98;10681.47;21107.02;31464.53
59.5;5414.5;10769.5;16124.5
19.0;1729.0;3439.0;5149.0
0.5;45.5;90.5;135.5
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
7.5;682.5;1357.5;2032.5
-16.19;7528.68;14235.19;21000.32
351.72;17840.81;32005.28;47186.19
1766.78;27993.12;47659.22;71112.88
6991.5;33977.18;47491.5;74955.82
-2157.86;22481.03;49284.86;71445.97
-153.69;20333.41;40856.69;60689.59
36.71;20006.52;39866.29;59406.48
167.5;15242.5;30317.5;45392.5
-33.66;17222.5;33969.66;50373.5
-874.94;23381.59;43280.94;61594.41
-202.23;12145.65;21779.23;31031.35
89.16;5461.2;7796.84;10344.8
0.5;45.5;90.5;135.5
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
22.0;2002.0;3982.0;5962.0
-68.33;8678.95;16034.33;23487.05
345.76;18587.22;33123.24;48721.78
1830.66;28425.72;48206.34;71921.28
10912.36;42620.09;53091.64;85553.91
-8022.24;29619.11;74768.24;103816.89
-4078.48;36932.1;78372.48;111611.9
-2660.72;37752.37;76319.72;109526.63
-2166.05;37590.74;73905.05;105968.26
-1538.89;32635.41;62486.89;89422.59
-1080.59;25705.49;47262.59;66916.51
-565.77;17661.42;29311.77;40154.58
185.79;9891.32;10822.21;12366.68
1.0;91.0;181.0;271.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.5;45.5;90.5;135.5
-95.87;2306.55;4283.87;6201.45
-126.8;9568.55;17284.8;25139.45
357.96;19261.01;34370.04;50566.99
1904.46;29411.48;49834.54;74347.52
11720.96;44525.71;54519.04;88134.29
-10900.39;33186.71;87395.39;119898.29
-4996.7;40438.02;86393.7;122408.98
-3258.83;41452.15;83936.83;119955.85
-2271.58;39054.91;76782.58;110066.09
-1618.47;33941.08;64974.47;92954.92
-1146.26;26866.55;49369.26;69866.45
-625.02;18869.5;31213.02;42678.5
324.5;12085.43;12370.5;13659.57
-130.49;-122.66;746.49;1368.66
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
-0.29;45.83;90.29;134.17
-240.41;2409.49;4121.41;5701.51
-169.75;10459.19;18649.75;27010.81
389.39;20437.73;36256.61;53288.27
2031.36;30632.62;51656.64;77055.38
12537.08;46213.59;55488.92;90032.41
-10940.28;33930.44;88955.28;122204.56
-5029.73;41064.4;87682.73;124298.6
-3296.67;42045.48;85137.67;121695.52
-2301.09;39565.66;77793.09;111526.34
-1645.2;34415.82;65889.2;94268.18
-1122.33;27327.99;50139.33;71009.01
-644.64;19248.31;31841.64;43538.69
318.59;12336.72;12808.41;14290.28
-323.1;-629.52;1185.1;2391.52
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
-4.32;47.49;89.32;127.51
-157.59;2417.36;4343.59;6178.64
-66.6;9340.35;17291.6;25344.65
375.04;19922.99;35508.96;52231.01
1983.67;30181.23;51008.33;76090.77
12559.79;45740.86;54496.21;88545.14
-10306.09;33600.98;87079.09;120032.02
-4784.39;40411.26;86106.39;122270.74
-3135.23;41386.12;83641.23;119669.88
-2170.99;38952.07;76508.99;109815.93
-1515.73;33750.59;64613.73;92617.41
-1048.54;26677.24;49105.54;69709.76
-531.2;18673.02;31137.2;42892.98
255.28;10804.62;12237.72;14468.38
2.0;182.0;362.0;542.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
1.0;91.0;181.0;271.0
-52.78;2815.83;5388.78;7920.17
-113.83;10009.01;18331.83;26748.99
374.46;19943.57;35617.54;52408.43
1864.63;29970.6;50892.37;75796.4
12559.71;45561.32;54167.29;88035.68
-9673.83;33723.54;86115.83;119218.46
-4574.72;40298.62;85650.72;121867.38
-2967.24;41166.8;83145.24;119201.2
-2042.17;38650.25;75964.17;109251.75
-1423.73;33424.56;64103.73;92075.44
-823.22;24844.55;46201.22;66073.45
-104.13;12205.62;22353.13;32273.38
119.35;5761.44;8951.65;12399.56
2.0;182.0;362.0;542.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.5;45.5;90.5;135.5
13.98;2010.36;3978.02;5941.64
74.13;7015.48;13932.87;20851.52
149.47;12566.91;24622.53;36775.09
543.41;18892.7;35674.59;53325.3
6861.13;33628.17;47281.87;74514.83
-3465.33;27035.41;60901.33;87550.59
-2086.85;31872.87;66064.85;95825.13
-1635.51;34080.09;68530.51;99504.91
-1995.1;38390.35;75472.1;108616.65
-1394.88;33250.21;63808.88;91713.79
-918.64;26284.07;48561.64;69238.93
-476.09;18184.2;30763.09;42702.8
301.41;10597.55;12465.59;15219.45
-405.38;-749.6;1453.38;2877.6
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
-3.34;138.56;270.34;398.44
-156.24;2918.51;5346.24;7671.49
-133.09;10309.52;18752.09;27299.48
339.0;19816.88;35503.0;52205.12
1865.06;29785.34;50546.94;75276.66
13335.17;46680.17;53218.83;86563.83
-9076.76;34049.36;85617.76;119081.64
-4385.23;40314.23;85473.23;121863.77
-2874.88;41092.28;82968.88;119101.72
-1923.21;38348.82;75317.21;108485.18
-1001.84;30115.07;58047.84;83990.93
-735.48;24234.8;45136.48;64716.2
-416.98;17384.43;29762.98;41571.57
200.44;8288.63;11173.56;14605.37
-104.5;172.34;1095.5;1808.66
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
2.0;182.0;362.0;542.0
14.05;2930.28;5783.95;8627.72
-82.53;9928.3;18375.53;26904.7
311.85;18978.93;34471.15;50814.07
1602.64;28140.7;48674.36;72536.3
1581.49;20616.49;36823.51;55858.51
-4490.08;28698.08;66173.08;94454.92
-384.1;24113.65;48673.1;72055.35
-101.9;22493.52;44869.9;66644.48
-107.7;23302.25;46200.7;68510.75
-519.59;25416.55;49449.59;72293.45
-513.5;21844.97;41156.5;59478.03
-215.74;14999.79;26563.74;37808.21
157.12;7168.57;10276.88;13795.43
-181.42;-15.22;1258.42;2172.22
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
1.19;182.35;361.81;540.65
26.0;2366.0;4706.0;7046.0
60.5;5505.5;10950.5;16395.5
61.0;5551.0;11041.0;16531.0
225.5;13178.72;25758.5;38545.28
316.33;13951.33;27246.67;40881.67
12.87;21999.55;44190.13;65943.45
229.5;20884.5;41539.5;62194.5
172.5;15697.5;31222.5;46747.5
113.0;10283.0;20453.0;30623.0
117.5;10692.5;21267.5;31842.5
27.13;12331.13;24198.87;35924.87
6.03;10612.41;20167.97;29631.59
39.5;3594.5;7149.5;10704.5
3.0;273.0;543.0;813.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
2.0;182.0;362.0;542.0
27.5;2502.5;4977.5;7452.5
51.43;8017.75;15701.57;23395.25
139.08;12207.58;24129.92;36091.42
1626.02;28632.11;49269.98;73293.89
15103.0;48493.0;51580.0;84970.0
-8071.52;34706.39;85003.52;119175.61
-4081.41;40685.02;85737.41;122600.98
-1846.75;36735.84;73835.75;107073.16
-1223.06;33985.02;66958.06;97359.98
-1109.18;32307.45;62257.18;90040.55
-639.5;24796.15;46424.5;66888.85
24.77;9380.45;17999.23;26553.55
47.02;3819.33;7403.98;11011.67
-653.88;-1269.6;2071.88;4127.6
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
2.5;227.5;452.5;677.5
29.37;3374.92;6693.63;10008.08
63.0;5733.0;11403.0;17073.0
73.5;6688.5;13303.5;19918.5
78.5;7143.5;14208.5;21273.5
79.5;7234.5;14389.5;21544.5
101.0;9191.0;18281.0;27371.0
-144.43;22835.04;45839.43;68129.96
-141.2;24829.66;49528.2;73517.34
-614.45;29021.01;57310.45;84104.99
72.44;9770.54;19383.56;28945.46
98.5;8963.5;17828.5;26693.5
69.0;6279.0;12489.0;18699.0
31.5;2866.5;5701.5;8536.5
3.0;273.0;543.0;813.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
1.0;91.0;181.0;271.0
9.5;864.5;1719.5;2574.5
21.5;1956.5;3891.5;5826.5
64.0;5824.0;11584.0;17344.0
61.0;5551.0;11041.0;16531.0
63.0;5733.0;11403.0;17073.0
60.0;5460.0;10860.0;16260.0
91.0;8281.0;16471.0;24661.0
178.0;16198.0;32218.0;48238.0
84.5;7689.5;15294.5;22899.5
-108.56;21256.34;41790.56;61825.66
94.9;11242.2;22271.1;33263.8
76.49;7870.2;15563.51;23249.8
74.7;4520.48;7961.3;11525.52
-525.34;-848.8;1873.34;3546.8
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
3.5;318.5;633.5;948.5
17.0;1547.0;3077.0;4607.0
22.66;8150.89;15754.34;23376.11
332.14;20848.72;37537.86;55181.28
1889.4;30769.92;52195.6;77585.08
18326.46;52593.92;48829.54;81792.08
-7126.18;34838.34;83451.18;117806.66
-2404.25;34891.89;72363.25;104817.11
-1031.92;32058.0;64240.92;94061.0
-1387.29;36099.68;71026.29;103109.32
-896.95;31158.43;60214.95;87469.57
-608.02;25188.22;47190.02;68103.78
-268.96;17433.5;30560.96;43368.5
285.07;9501.3;13187.93;17651.7
-2918.72;-7495.4;4770.72;11237.4
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
3.33;455.74;904.67;1352.26
-79.99;4085.14;7824.99;11489.86
-153.26;11956.22;21818.26;31758.78
349.33;21502.8;38570.67;56657.2
1989.2;31505.97;53156.8;78990.03
20890.25;55924.02;47603.75;81149.98
-7041.35;35490.7;84891.35;120209.3
-3785.76;41063.06;86177.76;123678.94
-2490.34;41757.84;83978.34;121180.16
-1688.94;39178.13;77010.94;111473.87
-1096.5;33917.18;65274.5;94520.82
-660.7;26429.65;49462.7;71332.35
-50.66;13314.6;24744.66;36039.4
45.55;4101.96;8143.45;12187.04
3.0;273.0;543.0;813.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
2.5;227.5;452.5;677.5
9.0;819.0;1629.0;2439.0
23.5;2138.5;4253.5;6368.5
82.0;7462.0;14842.0;22222.0
143.5;13058.5;25973.5;38888.5
160.5;14605.5;29050.5;43495.5
132.0;12012.0;23892.0;35772.0
116.0;10556.0;20996.0;31436.0
116.0;10556.0;20996.0;31436.0
101.5;9236.5;18371.5;27506.5
115.5;10510.5;20905.5;31300.5
60.0;5460.0;10860.0;16260.0
38.0;3458.0;6878.0;10298.0
23.0;2093.0;4163.0;6233.0
6.0;546.0;1086.0;1626.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
2.0;182.0;362.0;542.0
12.5;1137.5;2262.5;3387.5
70.0;6370.0;12670.0;18970.0
123.0;11193.0;22263.0;33333.0
173.51;13968.07;27662.49;41407.93
11678.68;38819.57;42009.32;68328.43
-4980.65;33018.81;75939.65;108770.19
-1537.33;32408.8;66473.33;97147.2
-58.6;24906.77;49644.6;73819.23
190.26;17976.35;35751.74;53515.65
137.0;12467.0;24797.0;37127.0
128.35;13131.67;26067.65;38984.33
83.0;7553.0;15023.0;22493.0
42.0;3822.0;7602.0;11382.0
8.0;728.0;1448.0;2168.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
3.5;318.5;633.5;948.5
24.5;2229.5;4434.5;6639.5
