Temperature C;U_wind (m/s)
14.61;2.3
14.23;2.7
13.955;3.1
13.31833333;3.4
12.93166667;3.8
12.93166667;4
13.71666667;4.3
15.57333333;5
18.335;5.1
19.69666667;5.1
21.54833333;5.9
23.09;6.3
23.78333333;6.5
24.405;6.7
23.45166667;6.1
24.215;4.3
24.64333333;2.9
23.64;2.3
22.325;2.7
21.2;2.9
19.83;2.4
18.90833333;2.1
16.89;0.9
16.20333333;1.2
14.345;2.1
14.45833333;2.3
14.135;2.3
13.27833333;2.7
12.52333333;3.1
12.90333333;3.3
14.42666667;3.5
16.64166667;3.8
18.31666667;4.2
19.26333333;5.1
21.14833333;6
23.04833333;6.4
24.405;6.7
25.41166667;7
25.48666667;7
25.82666667;6.5
25.40666667;5.2
24.50166667;4.1
22.955;4.6
21.60666667;5.5
20.575;5.9
19.39666667;5.6
18.755;5.1
16.71666667;4.6
15.62166667;4.3
14.35;3.8
13.39333333;3.3
12.75333333;3
11.35;2.8
10.50833333;2.8
11.22833333;3.2
12.98166667;3.7
14.405;3.4
15.05;3.2
15.68666667;3.7
16.69833333;3.8
18.04;3.9
18.92333333;4.2
19.15833333;4
19.45166667;3.8
19.06333333;3.3
18.64166667;2.5
17.37666667;2.1
16.41;2.2
14.29833333;2.3
13.06333333;2.4
12.59;2.3
12.09;2.7
10.985;3.5
10.18166667;3.8
9.523333333;3.6
8.688333333;3.5
7.831666667;3.7
7.611666667;4.1
8.726666667;4.7
11.27166667;5.2
12.99333333;5
14.57666667;4.6
16.09333333;4.7
16.95833333;4.8
17.52166667;4.5
18.5;4.4
19.54833333;4.3
19.55;4.1
19.37333333;3.3
18.34833333;2.5
17.01666667;2.4
15.105;2.4
13.37166667;2.2
12.58666667;2.2
11.95333333;2.2
11.51333333;2.2
10.92666667;2.3
9.886666667;2.1
9.158333333;2.2
8.548333333;2.6
8.07;2.6
8.096666667;2.1
9.26;1.8
11.44666667;1.8
14.02666667;1.7
15.80666667;1.5
17.39333333;1.5
18.92833333;1.7
20.09166667;1.6
21.13;1.7
21.755;1.7
21.66166667;1.7
21.885;1.7
21.73;1.9
20.15666667;2.3
18.19166667;2.3
15.85833333;2.3
15.01;2.5
14.22;2.3
13.53166667;2.4
13.385;2.6
13.1;2.6
12.33666667;2.6
11.93833333;2.8
11.495;3.1
11.94;3.2
13.10166667;3
14.63166667;3.1
17.385;3.2
20.72666667;3.3
23.06;3.5
24.55166667;3.7
25.64333333;3.7
26.335;3.5
25.885;3.3
26.38;3.1
27.06333333;2.9
26.93833333;3
25.045;3.3
22.39;3.5
20.94166667;3.6
18.83166667;4.1
19.08833333;5.2
19.21;5.6
18.92333333;4.9
18.50333333;3.9
18.46666667;3.2
18.41;3.6
17.98166667;4.4
17.87;5.1
17.69666667;5.8
18.55333333;6
21.90833333;5.5
22.84666667;5.7
23.65;5.5
21.27333333;4.8
20.11833333;4.8
19.01333333;4.6
19.86166667;4.5
20.055;4.1
21.62833333;2.9
21.865;2.1
20.69666667;2.2
19.41333333;2.4
16.91833333;2.4
15.57333333;1.8
15.37166667;1.1
14.68166667;1.1
14.15666667;1.6
14.02333333;1.9
13.77333333;2.1
13.10166667;2.6
13.31666667;3.1
13.605;3.2
14.375;3.2
15.00166667;3.2
15.71166667;3.2
16.63166667;3.3
18.62333333;3
21.62333333;2.8
23.36833333;2.8
25.69;2.9
25.23166667;2.8
24.12833333;2.6
24.23666667;2.2
24.40666667;2.1
22.905;2.4
22.20833333;2.7
20.73833333;2.8
20.365;3
19.63;3.2
18.64333333;3.5
18.06333333;4
17.31666667;4.2
17.33833333;4.1
17.47;3.9
17.53833333;3.7
17.61666667;3.6
18.07;3.3
19.67;2.9
21.945;2.4
23.35166667;1.8
24.86;1.7
25.725;1.8
26.27166667;1.5
26.71166667;1.4
26.51166667;1.9
26.85833333;2.4
26.735;2.7
26.485;2.8
25.17666667;2.9
23.73333333;2.7
21.93666667;2.5
20.98666667;2.5
20.39666667;2.8
19.37166667;3.2
19.255;4
19.41833333;4.5
20.03166667;3.2
20.05333333;1.5
19.99166667;1
19.31666667;2.8
19.84166667;4
21.45833333;4.4
23.64833333;4.3
25.075;3
26.855;4.2
28.45166667;4.7
28.92833333;1.7
18.66166667;1.9
17.365;3.7
20.56666667;4.4
20.87166667;2.9
21.03;1.6
20.875;1.8
20.11333333;2
19.23;2
17.34833333;1.8
16.19666667;1.4
15.29;1.1
14.17833333;1.7
14.08333333;1.9
13.885;1.8
13.71166667;1.8
13.70333333;1.9
13.97166667;1.9
14.69666667;1.8
16.85;1.9
20.14;1.1
22.57666667;1.3
24.29166667;2.1
25.23;3.3
21.64333333;5
20.66;6.4
22.245;6.9
20.175;6.8
17.87166667;6.1
17.395;5.3
14.98166667;4.6
13.67666667;4.9
12.3;5.1
12.225;4.7
11.335;4.7
10.78333333;4.7
10.26;4.8
9.831666667;5
9.668333333;5
9.208333333;5.1
9.755;5.8
9.966666667;6.1
10.745;5.6
12.885;5.6
14.27333333;4.7
15.14333333;4.1
16.05666667;4.4
17.51166667;4.2
17.63666667;4
18.52666667;3.8
18.915;3.6
18.72666667;3.3
19.12666667;2.7
18.54;1.8
17.81833333;1.1
17.05833333;0.8
14.54666667;0.6
13.20666667;0.8
12.75833333;0.8
12.11166667;0.4
11.295;0.6
10.82666667;1.1
10.525;1.3
10.05833333;1.7
9.82;1.7
9.986666667;0.9
11.28833333;0.9
14.23666667;0.5
17.225;0.6
18.16666667;1.1
18.655;1.2
20.19;0.7
21.45333333;1
22.63833333;1.4
23.13666667;1.7
23.89;1.6
24.36166667;1.3
24.105;1.6
22.69333333;2.1
20.80333333;2.5
19.49666667;1.7
18.48;1.1
17.45333333;1.9
17.12333333;2.3
16.53;2.2
16.47333333;2.4
16.625;2.3
16.18166667;1.9
15.43666667;1.9
15.56666667;2.5
16.65333333;3.1
17.715;3.2
19.05166667;3.3
21.14;3.4
22.45333333;3.6
22.69833333;4.1
20.98333333;4.8
18.88166667;5.1
20.53166667;5.1
18.69166667;4.9
19.56833333;5.9
17.505;6.3
15.02;5.3
13.22666667;4.3
12.87;4.5
12.6;4.8
12.56333333;4.8
12.59;4.7
12.25833333;4.2
11.57;4
10.99;4.1
10.77;4.3
10.37166667;4.6
9.538333333;5.7
9.62;7.1
10.79333333;7.6
12.41833333;6.8
12.53833333;6
12.80666667;5.9
14.90666667;5.6
16.84;5.4
17.57833333;5.3
15.27333333;5.6
13.28833333;5.5
14.025;4.7
15.58666667;3.5
15.07666667;2.4
12.94833333;2.1
10.81666667;2.7
10.95833333;3.2
10.77833333;3
10.15166667;2.7
9.703333333;2.7
8.96;2.7
8.356666667;2.9
8.036666667;3.4
7.605;3.9
7.61;4.4
9.045;4.8
11.68166667;5.3
14.105;5.8
15.34166667;6
16.57166667;6.3
17.06833333;6.7
16.73666667;6.7
18.13833333;6.6
19.675;6.8
18.62166667;6.5
17.57;5.4
16.51333333;4.8
15.75666667;5
14.94;5.6
14.90666667;5.7
14.85666667;5.4
14.49666667;5.4
13.59;5.4
13.52666667;5.2
13.16166667;4.8
12.71;4.8
12.625;5
12.63833333;5.1
12.78;5.1
13.28666667;5.1
14.44166667;5.1
15.52333333;5.1
15.47333333;5.3
17.215;5.4
17.91833333;5.5
18.725;5.9
20.07166667;6.1
20.61166667;5.9
20.22;6
19.17666667;6.1
18.51333333;5.9
17.915;5.7
17.145;5.8
16.56166667;5.6
15.415;5.5
14.58;5.6
13.965;5.6
13.17833333;5.9
12.83666667;5.9
12.74333333;5.6
12.67333333;5.3
12.43666667;5.3
11.88333333;5.4
11.90833333;5.2
12.16833333;4.9
12.52833333;4.7
13.35666667;5
15.63;5.7
16.78333333;6
17.05;6.2
18.13166667;6.4
18.965;6.5
18.80166667;6.3
17.97166667;5.6
16.76;4.5
15.35833333;3.2
13.83;2.3
12.28;2.1
10.95333333;2
8.995;1.8
8.126666667;1.8
9.391666667;1.9
8.308333333;2.2
7.3;2.5
7.461666667;2.7
8.666666667;2.9
9.245;3.3
10.21333333;3.6
12.04833333;3.6
13.16166667;3.7
13.46333333;3.7
13.98166667;4
14.99;4.5
15.02666667;4.9
15.16666667;5.2
15.665;5.3
15.6;5.4
14.35333333;5.2
14.20333333;4.6
14.455;4
12.83;3.6
11.45666667;3.2
10.24333333;2.7
9.208333333;2.3
8.328333333;1.8
6.643333333;1.6
6.493333333;1.7
6.98;1.7
6.896666667;2
5.991666667;2.5
5.148333333;2.8
6.486666667;2.9
8.373333333;3.2
9.22;2.8
8.781666667;2.3
10.1;2.5
11.58166667;3.1
11.95833333;3.8
12.39166667;4.1
11.36166667;3.8
10.86166667;3.7
9.128333333;4
10.53333333;4
9.325;3.6
9.106666667;2.9
8.868333333;2.1
8.483333333;1.9
8.368333333;1.9
8.208333333;1.6
7.693333333;1.7
6.59;1.8
6.255;1.7
5.305;1.9
4.766666667;2.2
5.91;2.1
6.818333333;1.7
7.555;1.5
8.765;1.3
10.02166667;1.2
11.68333333;1.5
11.89666667;1.7
12.46833333;1.5
14.495;1.1
15.77166667;1.2
15.82666667;1.4
14.35833333;1.4
14.19333333;1.5
13.66;1.5
12.86833333;1.7
11.55166667;1.9
11.12166667;2.3
10.54666667;2.8
10.63166667;3
10.36166667;2.6
10.50666667;1.9
10.09333333;1.8
9.87;1.9
9.873333333;2.1
9.176666667;1.9
10.21666667;1.5
12.04666667;1.4
13.64333333;1.5
15.73833333;2.3
16.86166667;3.3
17.03166667;4.1
18.19;3.7
18.65666667;3.2
18.485;3.1
18.24;2.7
18.65333333;1.8
16.04166667;1.4
15.43333333;1.6
14.48666667;1.7
12.77666667;2
10.43833333;2.5
10.26333333;2.8
9.825;2.9
8.836666667;2.7
8.383333333;2.5
7.715;2.7
7.086666667;2.9
6.728333333;3
6.893333333;3.2
8.315;3.7
10.48;4.1
12.14;4.1
14.785;4.1
15.66333333;4.4
15.71833333;4.3
16.00666667;3.8
16.50166667;3.9
18.215;3.9
17.90833333;3.5
15.875;3
15.985;2.3
15.12333333;1.9
14.03833333;2.1
12.60333333;2
11.155;2
10.045;2
9.198333333;1.9
7.581666667;1.5
7.326666667;1.2
6.901666667;1.5
6.616666667;1.6
6.218333333;1.2
6.32;1.1
7.73;1.4
11.11666667;1.6
13.535;2
15.17166667;2.4
16.83166667;2.4
18.09333333;2.6
19.43166667;2.8
20.10833333;2.7
21.165;2.6
21.72166667;2.8
21.87;3
21.34333333;3.3
20.01333333;3.7
18.345;3.8
16.85833333;3.5
15.35666667;3.1
14.49166667;3
13.175;3
12.91333333;3
12.395;2.8
11.825;2.8
11.81166667;3
11.385;3
12.07666667;2.8
14.03;2.4
17.33333333;2.5
19.56166667;2.7
21.37166667;2.9
21.86833333;2.9
22.88;2.7
23.17666667;2.2
24.08333333;2
25.135;2.4
24.42166667;2.5
24.36;2.7
23.25333333;3
21.635;3
20.91166667;3
20.10166667;2.8
19.46666667;2.6
18.92833333;2.9
18.30166667;2.6
17.28833333;2.4
16.85166667;2.5
16.33833333;2.3
15.34833333;2.3
14.54833333;2.9
14.03833333;3.2
14.15333333;3.1
14.655;3.1
15.55;2.3
17.53833333;2.1
19.22;3.1
21.49833333;3.3
22.465;3.3
24.37333333;3.4
25.75;3.6
26.80333333;3.6
26.64333333;3.6
26.12333333;3.6
24.765;3.7
23.55;3.5
22.25666667;2.5
21.21166667;1.4
20.27833333;0.6
20.04666667;0.9
18.98;2.5
16.99333333;3.2
16.7;3.4
16.42166667;3.3
16.18166667;2.4
16.12833333;1.4
16.48833333;1
17.845;1
18.50833333;1.9
18.37;1.2
18.90166667;2.2
19.275;4.8
19.705;5.2
16.57;5.3
16.12166667;8
16.72666667;9.6
17.37333333;8.4
17.85166667;7.1
17.82;6.2
17.29833333;5.7
16.18333333;5
15.83666667;4.8
15.17;5.3
14.60666667;5.1
14.15166667;4.5
13.84666667;4.4
13.37833333;3.9
12.81166667;3.9
12.41166667;4.3
12.155;4.7
12.51166667;5
14.25666667;5.6
14.59166667;6
14.73333333;6
15.90666667;6
18.25;6
18.57333333;6.6
19.36;6.9
19.95833333;6.4
19.79;5.7
19.16333333;4.7
18.32166667;3.7
17.615;2.9
16.55666667;2.5
15.78666667;2.6
14.87666667;2.6
13.77166667;2.8
13.11333333;3.1
12.715;3.3
12.87666667;3.3
12.67666667;3.2
12.37;3.1
12.23;3.3
12.03333333;3.5
13.23333333;4.2
14.78166667;5
15.075;4
16.82;3.3
17.09833333;3.5
15.88333333;3.4
16.49166667;3.4
18.18166667;3.7
18.39;3.9
18.16;3.9
15.94166667;3.6
15.93166667;2.8
15.55333333;2
15.36166667;1.7
15.19833333;2.3
14.81;2.7
14.38166667;2.7
13.60333333;2.9
13.22833333;3.2
12.94666667;3.4
12.64333333;3.7
12.405;3.9
12.34166667;4.1
12.62166667;4.2
13.16166667;4.4
13.975;5
15.56;5.2
15.51333333;5.1
14.31833333;5
14.45333333;4.4
14.06833333;4.3
14.05666667;4.4
14.005;4.5
14.56333333;4.6
14.40333333;4.4
14.21;4.2
15.91833333;4
14.96;3.8
13.33333333;3.9
12.28666667;4.4
11.54166667;4.7
11.835;4.5
11.58;4.1
11.78;3.9
11.94166667;3.8
11.88666667;4.4
11.81333333;5.2
11.83333333;5.2
12.155;4.6
13.335;4.1
14.05;3.8
13.89833333;4.1
15.17166667;4.3
17.92333333;3.8
18.285;3.2
15.54833333;3
17.89166667;2.9
17.91666667;2.7
18.60666667;2.2
17.295;1.5
18.26;1.5
15.82833333;1.8
14.835;2
13.95666667;2.4
12.65;2.6
12.18333333;2.6
11.81166667;2.6
11.68;2.7
12.56833333;3
12.835;3.3
12.46833333;3.6
12.51666667;3.7
13.07;3.9
13.77833333;4.1
14.99666667;4.3
16.67166667;4.4
18.64833333;4.4
20.12833333;4.4
21.285;4.3
22.53333333;4.1
22.89666667;3.5
22.405;2.7
21.68666667;2.1
21.95333333;2
21.28166667;2
20.46333333;2
19.77666667;2.3
19.22333333;2.4
18.45;2.1
18.02;1.9
17.70666667;1.9
17.43;1.9
17.005;1.8
16.225;2
16.20333333;2.4
16.51833333;2.2
17.47166667;2
18.635;2.3
18.17333333;2.5
19.78333333;2.8
20.3;2.9
20.79166667;2.8
21.91833333;2.9
22.66166667;3.2
22.82666667;3.3
23.815;3.6
23.11;3.8
22.48666667;3
21.97666667;2.1
20.50333333;2
19.37166667;2.3
17.50666667;2.4
16.255;2.5
15.275;2.6
14.10666667;2.4
13.54;2.1
13.24833333;2
12.565;1.8
11.18666667;1.8
11.48833333;1.9
12.98833333;2.1
15.65333333;2.2
17.52;2.5
18.65833333;2.8
19.50833333;3
20.535;3
21.30333333;3.1
21.20166667;3.3
21.76166667;3.3
21.94666667;3.5
22.27333333;3.5
21.13166667;3.2
20.515;2.8
18.39;2.5
17.00666667;2.1
15.67666667;1.8
14.77833333;1.4
13.87833333;1.2
11.81666667;1.6
10.82833333;2
10.465;2.2
10.50333333;2.7
10.47666667;3
11.02666667;3.2
11.99166667;3.4
13.30333333;3.4
14.40666667;3.8
15.975;4.2
17.21166667;4.4
17.46166667;4.4
17.76833333;4.3
18.575;4.1
19.22166667;4
18.80666667;3.9
19.05333333;3.5
18.25666667;2.7
17.59833333;2.2
16.14;2.2
14.91666667;2.2
12.89833333;2.1
11.33333333;2
10.43333333;2
10.38166667;1.9
9.881666667;1.8
9.695;1.6
9.011666667;1.7
7.795;1.5
8.483333333;1.4
9.941666667;1.7
13.36166667;1.4
14.935;1.1
16.415;1.3
17.625;1.5
18.97333333;1.3
19.88666667;1.3
21.22;1.6
22.00333333;2.1
22.55;2.5
22.48333333;2.6
21.56333333;2.8
21.125;3.2
19.425;3.3
18.21166667;2.9
16.49;2.6
15.825;2.5
15.15666667;2.5
14.30166667;2.5
13.11;2.3
12.52833333;1.9
11.35833333;1.4
10.21666667;1.1
10.78833333;1.5
12.69666667;1.8
16.55166667;1.8
19.105;2.2
20.12166667;2.2
21.725;1.8
23.45;1.8
24.51833333;1.8
25.785;1.9
26.675;2.1
26.80666667;2.3
26.39333333;2.1
26.13166667;2.1
24.41666667;2.7
23.31333333;2.8
21.695;2.3
20.02166667;2.3
19.43333333;2.4
18.13833333;2.2
17.77166667;2
16.555;1.9
15.70666667;2.1
14.46333333;2.5
13.59333333;2.5
13.83333333;2.4
14.47166667;2.6
16.59;2.9
18.26333333;3.3
19.48333333;3.4
20.65333333;3
21.83;2.7
22.715;2.7
23.685;3.3
24.295;3.6
24.32833333;3.2
23.78833333;2.9
23.59333333;2.2
23.01333333;1.9
21.29833333;2.1
19.85833333;2.2
18.42666667;2
17.09833333;2.3
16.73166667;2.4
16.10666667;2.2
15.56166667;2.4
15.755;2.1
15.29166667;2.5
14.955;3.2
15.35166667;3.4
16.10833333;3.5
17.88333333;3.4
20.40666667;3.1
22.15833333;2.7
24.55833333;2.3
26.095;2.5
27.45;2.8
28.595;3.3
29.66166667;3.5
30.05666667;2.9
29.68166667;2.1
29.57666667;1.9
28.21333333;2.2
26.13333333;2.7
24.24833333;3.2
23.625;3.5
23.475;3.5
22.54666667;3.5
22.31333333;3.3
21.77;3.2
21.50833333;3
21.17333333;2.7
20.83333333;2.9
20.62;3.6
20.80833333;3.7
23.11;3.6
25.02833333;3.2
26.965;2.9
28.93666667;2.3
30.12833333;1.1
31.345;1.4
32.58166667;2.3
33.56833333;1.7
33.83333333;1.3
33.76333333;1.6
33.37666667;2.2
31.22666667;2.9
29.225;2.9
27.83166667;2.4
25.93833333;2.4
24.48333333;1.6
23.365;0.7
23.37833333;2.2
21.34833333;3.6
19.80833333;3.9
18.60166667;3
15.98666667;2.1
14.54166667;1.2
14.62833333;3.1
15.47166667;3.6
16.03166667;3.2
16.36;2.9
15.92;3.5
17.06833333;5.2
18.36;4.8
18.635;4.5
19.13833333;4.9
19.91666667;4.9
20.63833333;4.7
21.165;4.6
19.09333333;4.4
17.60333333;4.2
16.57;4.6
15.57166667;4.8
14.575;4.2
13.76166667;3.8
13.52;4.1
13.1;4.5
12.385;4
12.17;3.6
11.63833333;4.1
11.63166667;4.3
11.63166667;3.8
11.66333333;3.1
11.72833333;2.1
12.255;1.9
13.40166667;2.6
14.23;3
16.605;3.1
17.325;3.3
18.57;3.2
20.1;3.2
20.47;3
20.4;2.6
19.18666667;2.5
17.805;2.4
16.085;2.2
14.26666667;2.7
13.02166667;3.1
12.43833333;2.5
12.29333333;2
11.65166667;2
10.5;1.9
9.643333333;2.3
9.171666667;2.5
9.718333333;2.5
11.12666667;2.7
14.01666667;2.9
16.58333333;3.1
17.19;3.1
17.44333333;2.4
18.18;1.7
18.76;2.1
19.82;2.4
20.21333333;2.5
20.04333333;2.5
19.94166667;3.2
20.38666667;3.6
20.20666667;3.4
18.79833333;3.3
17.58833333;3.3
16.34666667;2.9
15.53;2.6
14.715;2.2
14.30666667;2.1
13.57166667;2.4
12.45333333;2.4
11.85166667;2.6
12.16333333;2.7
12.34;2.7
13.08833333;2.9
15.51833333;3.8
19.11666667;4.2
20.88;4.1
22.29;3.9
23.66;3.5
24.08833333;2.8
25.41;2.2
25.98833333;2.2
26.31166667;2.2
26.12;1.7
25.89333333;1.2
25.50666667;1.2
24.455;1.7
23.69333333;2.2
22.33333333;2.3
21.85666667;2.2
18.99666667;1.8
18.55;1.6
17.845;1.9
18.55666667;2.5
18.07833333;3.1
17.87833333;3.8
18.29166667;4
19.04833333;4
21.20833333;3.9
23.27;3.2
24.77166667;2.8
26.3;3
27.71666667;2.9
28.69833333;2.4
29.53166667;2.2
29.68333333;2.2
27.79666667;2.1
26.88333333;2.1
25.15166667;1.7
25.20166667;1.3
24.65333333;1.5
23.72333333;1.1
22.20833333;1.3
20.85333333;2.1
20.175;2.6
17.79833333;1.9
17.21833333;0.7
17.13333333;1.2
16.93666667;2
16.835;2.4
16.57166667;3
16.50833333;3.4
17.44833333;3.5
19.10833333;3.3
19.92333333;2.4
20.01;2.1
18.505;3.1
21.39333333;4.3
20.45;4.4
18.83333333;4.9
17.23833333;4.7
19.58833333;3.5
21.53833333;3.2
20.04666667;3.8
17.70333333;4.3
16.19;4.6
15.98;4.4
16.41833333;4.1
16.155;4.3
15.93;4.6
15.77833333;4.7
15.31333333;4.6
15.15166667;4.5
14.82333333;4.4
14.77666667;5
15.995;5.8
17.555;5.9
19.125;4.9
20.31166667;3.8
21.22166667;3.4
21.06666667;3.1
21.63833333;3.7
22.37166667;3.5
22.265;2.6
22.855;2.3
22.64333333;2.3
22.11666667;1.4
19.18;1
17.58833333;3.2
16.63166667;4.3
16.49833333;4.2
15.935;4.4
15.475;3.7
15.34;3
15.21333333;3.1
14.80166667;2.7
13.865;2
13.41;2.3
13.65166667;2.3
14.33666667;2.1
15.155;2.3
15.26333333;2.5
15.15166667;2.2
14.81166667;1
15.07;1.1
16.43666667;2.4
18.56166667;2.2
19.57666667;1.3
19.185;1.3
18.95166667;1.4
18.73333333;1.1
17.91;1.4
16.965;1.6
16.25833333;1.3
15.885;0.9
15.11333333;0.5
14.61666667;0.6
14.74666667;1
15.01166667;1.3
15.29666667;1.5
14.76333333;1
14.22833333;0.4
14.48833333;1
15.05;1.5
15.485;1.3
16.57833333;1.2
17.2;1.9
18.305;2.8
19.24166667;4
19.36666667;4.5
18.19;3.7
14.51333333;3.1
14.93833333;2.3
15.42333333;1.1
16.94;1.3
17.25;1.5
15.395;1.6
14.21666667;1.8
13.23333333;2.1
13.49333333;2.1
13.14833333;2
12.24166667;2
11.75833333;1.8
11.40833333;1.2
11.21333333;0.7
10.8;0.6
11.01833333;1.2
12.29666667;2
15.44666667;2.4
17.39833333;1.9
19.19166667;1.7
21.12333333;1.8
22.14;1.4
23.15333333;0.7
23.90333333;1.3
24.18833333;1.5
23.96833333;0.8
24.78333333;0.7
25.39;1.2
23.94833333;1.8
21.44166667;2.3
19.44666667;2.4
18.10833333;2.2
17.79166667;2.1
17.53166667;2.1
16.73666667;2.1
16.17666667;2
16.38;2
15.65666667;2.1
15.18166667;2.1
15.64833333;1.6
17.34666667;1.1
18.07;0.9
18.96833333;0.6
22.01333333;0.2
24.305;0.4
25.76833333;0.6
26.02333333;0.6
26.95;1.7
27.32833333;2.1
27.77166667;0.8
26.83166667;0.7
26.19;0.7
26.315;0.5
24.12166667;0.9
22.07666667;1.4
20.17333333;1.7
19.57666667;1.4
19.45;1.7
18.30333333;2
17.92333333;2.3
17.54333333;2.3
16.81;1.9
16.60666667;1.8
16.14833333;2.6
15.89833333;2.7
17.41833333;2.4
18.09333333;2.5
19.885;2.4
21.20333333;2.6
21.01166667;2.6
21.39666667;3
22.695;4
22.755;5.3
19.51333333;5.8
15.08666667;5
12.88;4.2
12.94833333;4.3
12.98166667;3.9
12.78833333;3.1
12.46666667;3.2
12.00333333;3.4
11.94166667;3.2
11.62666667;2.9
11.09666667;3.1
10.99;3.2
11.055;3.6
11.135;3.8
11.35666667;3.8
11.75166667;4
13.64;4
14.81666667;3.5
15.52833333;2.9
16.95666667;3.2
16.74166667;3.8
18.46;4
19.61166667;3.8
20.31;3.6
19.44833333;3.5
20.30833333;3.1
20.52666667;2.1
19.395;1.7
17.03;1.6
15.68333333;1.5
14.03666667;1.8
13.465;2
13.71333333;2.1
13.24833333;2.1
12.575;2.1
11.89666667;2.3
11.41166667;2.7
11.21833333;2.9
11.58666667;2.9
12.69666667;3.1
15.52666667;3.5
18.57333333;3.4
20.30333333;3.2
21.425;3.1
22.38333333;2.9
23.24;2.7
23.95833333;2.6
24.77333333;2.6
25.25;2.5
25.52333333;1.7
25.31833333;1.3
24.26833333;1.9
22.06333333;2.2
20.42;2.2
17.98333333;1.7
17.31333333;1.8
16.77;2.1
16.12666667;1.4
16.05666667;1.3
15.75833333;1.9
14.55833333;2
13.45333333;2
13.21666667;1.8
14.44166667;1.8
16.77833333;2.2
18.30333333;2.3
19.455;2.9
20.66333333;3.4
21.725;3.9
22.245;4.8
22.17166667;4.8
22.56;4.7
22.39333333;4.4
22;3.8
21.99166667;3.1
20.87166667;2.3
19.32833333;2
17.865;2.1
15.78833333;2.1
13.92;2.1
13.00166667;1.8
12.43333333;0.9
12.025;1.2
11.81;1.8
11.52166667;2.2
11.48;2
11.42333333;1.7
12.79333333;1.5
15.49333333;1.4
17.77;1.4
18.76666667;1.3
19.415;1.7
20.89333333;2
22.44;1.9
22.06;2
23.815;2.4
23.14333333;2.6
23.655;2.4
22.77166667;2.1
22.295;2
20.62;2.1
18.485;2.4
16.86833333;2.4
17.225;1.9
16.44333333;1.7
14.53166667;1.5
13.83333333;0.7
12.94666667;0.3
12.50166667;0.6
12.35166667;0.8
12.28833333;0.8
13.69666667;0.7
16.76;0.9
18.665;1.7
19.27666667;2.5
20.01166667;2.8
20.93;3
21.08;3.2
22.025;3.6
22.37166667;4.2
22.855;5.1
22.14333333;5.6
20.58666667;4.9
18.96666667;3.9
17.72833333;3.2
16.805;2.7
15.65166667;2.5
14.07666667;2.1
12.48333333;1.7
11.875;1.9
11.62833333;1.9
10.75833333;1.8
10.35666667;1.7
9.646666667;1.3
9.485;1.3
11.475;1.6
13.55333333;1.7
14.98;2
16.10666667;2.4
17.315;2.6
17.72;2.6
18.09833333;3
18.54666667;3.4
19.64333333;3.7
20.14333333;3.7
21.095;3.3
20.78166667;2.7
19.87;2.4
19.09333333;2.1
17.975;1.9
16.38166667;2
16.12166667;2.4
16.265;2.9
15.97833333;3.4
15.78833333;3.8
16.34833333;3.9
16.25833333;4
16.215;4.6
15.9;5.3
16.14;5.3
15.60833333;5.6
15.47833333;6.1
15.95833333;6.4
16.30833333;6.4
16.97166667;6.2
16.60166667;6.1
16.46;5.8
16.40333333;5.5
17.23166667;5.4
17.865;5.2
17.845;5.1
17.15666667;4.8
15.97833333;4.2
15.435;3.6
14.89333333;3.3
14.175;3.3
13.6;3.1
13.34833333;2.9
12.89166667;2.4
11.88666667;2
10.72;2.1
10.27833333;2.1
10.33166667;2.2
11.645;2.1
13.66;1.9
15.32166667;1.5
17.21666667;1.4
17.83333333;2
19.03666667;2.4
20.57666667;2.4
21.85;2.5
22.145;2.9
23.17;3
22.68833333;2.4
21.88666667;1.5
20.925;1
20.55;0.6
18.86;1.2
16.82333333;2
16.34833333;1.6
15.81833333;0.7
15.24666667;1
15.04;1.5
14.02833333;1.9
13.43;1.9
12.93333333;1.4
13.24333333;1.1
14.85;1.3
17.995;2
19.89;2.3
20.675;2.9
21.55166667;4.1
22.505;5
23.71666667;5.5
23.05333333;5.7
22.13333333;5.6
21.87666667;5.3
21.58833333;5.1
21.19;4.6
19.94333333;4
18.92166667;4
18.13;4.2
17.14833333;4
15.45;3.6
14.17833333;3.3
13.28666667;2.8
12.38;2.3
11.44833333;2.1
10.58833333;2.1
10.18166667;2.6
10.13;3
11.63333333;3
12.79666667;3
13.58666667;2.6
15.08333333;2.3
16.5;2.8
17.56;3.1
17.51333333;3.4
18.19666667;3.6
19.53333333;3.4
20.13333333;3.3
20.42;3.4
19.50333333;2.8
19.39;1.8
19.15666667;1.5
18.23;1.7
16.3;1.8
15.01833333;1.8
15.32166667;1.9
14.14166667;2
13.575;1.9
13.445;1.8
12.95333333;1.3
12.64666667;0.7
12.79333333;1.1
14.245;1.9
15.39666667;2.5
16.44833333;2.6
18.03333333;2.4
19.66666667;2.3
20.07;2.5
20.325;2.6
20.835;2.6
21.755;2.7
21.32166667;2.7
22.53166667;2.7
22.20833333;2.3
21.00666667;2.1
19.25666667;2.1
18.25166667;1.8
16.88;1.7
15.99;1.7
15.405;1.9
14.79833333;2
13.88666667;2
13.45166667;2
13.53;2
13.24833333;2
13.57166667;1.9
14.95666667;2
17.39333333;1.9
19.62666667;1.2
21.92166667;0.7
23.74;0.6
24.9;0.2
26.22333333;0.2
27.765;0.5
28.46333333;0.6
28.62;0.5
29.14833333;0.3
