Temperature C;U_wind (m/s)
-2.131666667;3
-2.675;3.2
-2.778333333;3.3
-3.455;3.2
-3.495;3.4
-3.005;3.7
-1.556666667;4.2
0.1;4.5
1.44;4.4
2.805;4.7
4.063333333;5
5.475;5.1
6.245;5.1
6.716666667;4.6
6.121666667;3.8
4.801666667;3.3
3.78;3.3
3.08;3.7
2.133333333;4
1.506666667;4.2
1.306666667;4.6
1.3;4.8
1.463333333;5
1.536666667;5.1
1.27;5.2
1.198333333;5.1
1.19;5
1.028333333;5
0.9;5.2
1.545;5.2
2.943333333;5.7
4.34;5.7
5.823333333;5
7.61;4.9
8.606666667;4.8
9.616666667;4.8
10.03666667;4.5
10.64166667;3.9
10.06666667;3.4
8.898333333;3.5
7.53;4.1
6.056666667;4.5
5.221666667;4.4
4.685;4.1
4.088333333;3.9
3.575;3.8
3.476666667;3.7
2.928333333;3.8
3.295;3.9
3.191666667;3.8
3.051666667;3.7
2.618333333;3.6
1.883333333;3.6
2.206666667;3.9
3.881666667;3.9
5.888333333;3.3
7.728333333;2.8
10.08;2.8
11.91833333;2.9
13.29;2.8
14.165;2.4
14.355;1.8
13.66333333;2
12.325;2.4
10.51;2.5
9.043333333;2.8
8.261666667;3
7.6;3.2
6.916666667;3.4
5.911666667;3.4
5.106666667;3.4
5.066666667;3.6
4.555;3.6
4.641666667;3.6
4.273333333;3.6
3.926666667;3.8
3.753333333;4
4.008333333;4.3
6.131666667;4.4
8.531666667;3.9
10.82666667;3.7
12.92166667;4
14.58;4.1
15.70833333;4
16.20166667;3.6
16.18333333;2.8
15.405;2.4
13.93333333;2.9
12.52333333;3.6
11.32833333;4.1
10.18833333;4.7
9.626666667;5
8.746666667;5.2
7.888333333;5.2
8.006666667;5.3
7.921666667;5.4
7.626666667;5.6
7.111666667;5.8
6.818333333;6.1
6.31;6
5.791666667;6
5.861666667;6.3
7.253333333;6.5
9.578333333;6.3
11.57;6.4
12.195;6.8
13.845;7
15.425;7.2
15.9;7.4
15.225;7.2
14.26666667;6.4
13.52666667;5.7
13.10833333;5.7
11.97333333;6.2
11.03333333;6.3
10.445;5.8
10.10166667;5.5
10.01833333;5.3
9.731666667;5.4
9.258333333;5.6
9.363333333;5.5
8.733333333;5
8.243333333;4.8
7.866666667;4.7
7.93;4.8
7.933333333;4.9
8.448333333;5
9.841666667;4.9
10.51833333;4.3
11.87666667;3.8
12.66;3.9
13.87333333;4
14.02333333;4.1
13.88333333;4.2
13.35833333;4.2
12.45666667;4
11.64;4.1
10.81166667;4.4
10.505;4.8
9.955;4.5
9.71;4
9.745;3.8
8.563333333;3.7
8.38;3.7
8.3;3.8
8.261666667;4.4
8.293333333;4.9
8.068333333;4.6
8.11;4.5
8.455;4.7
9.553333333;5
11.44333333;5.4
13.18166667;5.8
14.26;6
14.66333333;6.6
14.975;7
15.11666667;6.2
14.58166667;5.1
13.82;4.7
12.87166667;4.4
11.60166667;4.2
10.31333333;4.6
9.576666667;5.3
8.913333333;5.2
8.473333333;4.7
8.123333333;4.7
8.021666667;4.6
8.013333333;4.1
7.64;3.8
7.406666667;4.3
7.105;4.4
7.015;4.2
6.845;4.7
6.698333333;5.6
7.136666667;6.4
7.685;6
8.566666667;5.4
10.05;5.3
11.79166667;4.8
11.355;4
13.42833333;3.4
12.98166667;3
12.43666667;2
11.79166667;1.2
10.03166667;1
8.876666667;1.3
8.321666667;2
7.945;2.2
7.33;2.4
7.106666667;2.5
6.778333333;2.7
6.628333333;3
6.468333333;3.3
6.588333333;3.7
6.145;4
6.433333333;4
6.815;3.8
7.096666667;3.6
6.973333333;3.7
6.855;3.3
7.115;2.6
7.095;2.9
7.366666667;3.2
7.638333333;2.8
8.45;1.9
9.095;1.5
8.756666667;1.5
8.428333333;1.7
7.573333333;2
6.8;2.1
6.096666667;2.2
5.378333333;2.3
5.05;2.6
4.921666667;2.9
4.741666667;2.9
4.3;3
4.291666667;3.3
4.131666667;3.5
4.27;4
4.851666667;4.4
5.103333333;4.7
5.198333333;4.9
5.971666667;5
7.626666667;4.7
9.168333333;4.4
10.19;4.3
10.98;4
11.36;4
11.725;4.3
11.575;4.3
11.53;4.2
11.18333333;4.2
10.57166667;4.8
10.215;5
9.92;4.8
9.851666667;4.8
9.953333333;4.6
9.831666667;4.6
9.928333333;4.3
10.135;4
10.13166667;4
10.06833333;4.5
9.83;4.9
7.966666667;4.7
7.281666667;4.2
6.891666667;4.3
6.641666667;4.6
6.785;4.3
6.953333333;3.9
7.151666667;4
7.755;4.2
8.011666667;4.3
7.911666667;4.1
7.863333333;3.7
7.68;3.2
7.18;2.5
6.145;2.2
5.44;2.2
5.126666667;2.2
4.961666667;2.2
4.51;2.4
4.428333333;2.4
3.843333333;2.3
3.333333333;2.3
2.79;2.5
1.91;2.7
1.906666667;2.8
1.693333333;2.7
1.543333333;3.1
2.376666667;3.7
4.228333333;4
6.556666667;4.4
8.365;4.7
10.765;5
12.09;5.4
12.83666667;5.6
13.52666667;5.9
13.965;5.9
13.525;5.5
12.07166667;5.3
10.49166667;5.4
9.398333333;5.4
8.508333333;5.3
7.991666667;5.4
7.546666667;5.3
7.126666667;5.3
6.638333333;5.2
6.08;5.2
5.53;5.2
4.9;5
4.278333333;4.8
4.041666667;4.7
4.133333333;4.7
4.628333333;5
5.436666667;5.5
8.506666667;5.8
10.8;5.5
11.77666667;5.7
12.50666667;6.1
13.1;6.5
13.47166667;6.6
13.67166667;6.5
12.795;6.4
10.82166667;6.2
9.353333333;6.1
8.326666667;5.9
7.115;5.6
5.966666667;5.2
5.098333333;4.9
4.338333333;4.5
3.726666667;4
2.68;3.9
2.465;3.9
2.676666667;3.7
2.923333333;3.5
2.826666667;3.5
2.31;3.5
1.356666667;3.2
2.408333333;2.3
4.3;2
5.94;3.2
7.168333333;4
7.97;4.5
9.551666667;5.4
10.41333333;5.4
11.37833333;4.7
11.53333333;3.3
10.115;2
9.043333333;2
8.411666667;2.2
8.093333333;2.1
7.031666667;1.9
6.178333333;2
5.92;1.9
5.853333333;1.7
4.948333333;1.9
5.225;2
5.156666667;2.3
5.301666667;2.5
5.4;2.6
5.02;2.9
5.635;3.1
8.058333333;3.2
10.705;2.9
12.595;2.5
14.475;2.7
16.16;2.8
17.88;2.5
18.20666667;2
18.65833333;1.4
18.57;1.4
17.03666667;2.1
15.33833333;2.2
13.715;2.3
12.81;2.5
12.08166667;2.7
11.10333333;2.9
10.32;3.2
9.978333333;3.4
9.605;3.6
9.256666667;3.6
8.893333333;3.4
8.878333333;3.2
8.71;3
8.465;3
9.201666667;2.9
10.77;2.6
12.905;1.6
15.13;0.8
16.80833333;1.6
17.78333333;2.4
18.43833333;2.8
18.81666667;2.9
18.91666667;2.6
17.43;2.2
15.81333333;2.3
14.19166667;2.4
12.74333333;2.3
11.24333333;2.4
10.80166667;2.5
10.17166667;2.7
9.823333333;2.6
9.05;2.5
8.286666667;2.5
7.353333333;2.4
7.595;2.3
6.928333333;2.2
6.608333333;2.1
6.523333333;2.2
6.933333333;2.4
9.268333333;2.2
12.61;1.9
14.895;1.8
15.82333333;1.7
16.84333333;1.6
17.755;1.6
18.09666667;1.8
17.78833333;1.8
17.48333333;1.9
16.40833333;2.6
14.87;3.1
12.85833333;3
12.27;2.6
11.71333333;2.6
11.01833333;2.6
10.185;2.3
9.798333333;1.9
8.445;1.7
7.401666667;1.6
6.723333333;1.5
6.07;1.4
5.511666667;1.1
5.003333333;0.8
5.646666667;0.5
8.168333333;0.4
11.85166667;1.2
14.41833333;1.6
15.88833333;1.7
16.24166667;1.6
17.18;1.9
17.29833333;2.2
17.29;2.4
16.74166667;2.1
15.735;2.7
14.345;3.5
12.605;3.6
11.60666667;3.4
10.93;3.1
10.16333333;3
9.613333333;2.9
7.955;2.7
7.4;2.3
7.26;1.9
6.303333333;2.2
5.891666667;2.8
4.35;2.8
4.106666667;2.4
5.198333333;1.9
7.721666667;1.9
11.18;2.7
12.11833333;3.6
13.41166667;3.9
15.15166667;4
16.09666667;4.1
16.65333333;4.2
16.52833333;4
16.34;3.4
14.88333333;2.9
13.47333333;2.8
11.93;3
10.54833333;3.2
9.641666667;3.3
8.781666667;3.2
8.393333333;3
7.171666667;2.7
6.686666667;2.4
6.411666667;2.3
6.085;2.3
6.203333333;2.3
5.235;2.3
4.845;2.5
6.641666667;2.8
8.353333333;2.9
11.925;3.4
13.455;4
15.385;4.6
16.47;4.8
17.26333333;4.8
17.38166667;4.8
17.50666667;4.7
16.85166667;4.2
15.92166667;3.5
14.62333333;3.2
13.115;3.3
11.99666667;3.3
11.08833333;3.3
10.32;3.2
9.501666667;2.9
8.508333333;2.6
7.675;2.3
16.02;2.3
6.996666667;2.2
6.596666667;2.2
6.343333333;2.2
6.215;2.4
5.803333333;2.8
6.406666667;2.9
7.893333333;2.9
9.446666667;2.9
9.813333333;3
10.61;2.9
11.74166667;2.8
12.83666667;2.8
14.09833333;3.1
15.12833333;3.4
15.26833333;3.2
14.63833333;2.8
13.49166667;2.6
12.075;2.3
11.42333333;2
10.74333333;1.9
10.06833333;2
10.335;2
8.751666667;2.1
8.746666667;2.2
8.78;2.3
8.891666667;2.1
8.818333333;2
8.523333333;2.1
8.303333333;2.1
7.598333333;2
10.79333333;2
13.81333333;2.2
14.99;2.3
16.04333333;2.4
17.00666667;2.7
17.69666667;3
17.76;3
17.59666667;2.3
16.57166667;2.1
15.32666667;2.6
14.15166667;2.5
12.91333333;2.4
12.40833333;2.4
11.46833333;1.9
10.57333333;1.9
10.13666667;2.1
10.295;2.2
9.785;2
9.19;1.9
9.04;2.1
8.046666667;2
7.948333333;2.3
7.705;2.5
8.165;2.4
9.795;2.1
10.24833333;1.7
11.26166667;1.5
12.75333333;1.8
13.69666667;2.2
14.37;2.4
14.42833333;2.7
13.58166667;2.8
11.90833333;2.9
10.99;3.1
10.685;3.3
10.34666667;3.5
9.508333333;3.1
8.843333333;2.6
8.403333333;2.6
8.083333333;2.9
7.481666667;3.3
6.996666667;3.5
6.81;3.3
6.646666667;3.3
6.236666667;3.2
5.835;3
5.511666667;3.4
5.715;4.2
6.273333333;4.6
6.928333333;4.5
8.505;4.2
10.08;4
11.40833333;3.8
12.32333333;3.8
12.35;3.8
11.61333333;3.8
11.08333333;3.6
10.46333333;3.3
9.611666667;3.1
8.89;2.9
8.346666667;2.5
7.813333333;2.4
7.073333333;2.5
6.143333333;2.6
5.491666667;2.6
5.133333333;2.6
4.968333333;2.8
4.718333333;3.3
4.713333333;3.6
4.708333333;3.6
4.578333333;3.7
4.226666667;3.6
3.458333333;3.6
3.018333333;4.1
2.611666667;4.5
1.685;4.5
1.47;4.3
1.636666667;3.9
1.853333333;3.3
2.22;2.8
1.92;2.5
2.258333333;2.1
2.368333333;2.1
2.058333333;2.7
1.8;2.3
1.576666667;1.5
1.935;1.4
1.903333333;1.9
1.333333333;2.6
1.291666667;3.1
1.203333333;3.7
0.971666667;4.5
1.016666667;5.3
0.943333333;5.6
0.361666667;6
-0.04;6.4
-0.24;6.5
-0.381666667;6.6
-0.22;6.7
-0.25;6.8
-0.135;6.9
-0.161666667;7.3
0.035;7.7
0.093333333;7.2
0.131666667;6.5
0.283333333;6.7
0.093333333;6.7
-0.035;6.4
-0.12;6.2
-0.185;6.2
-0.248333333;5.8
-0.338333333;5.6
-0.47;5.8
-0.598333333;5.8
-0.736666667;5.9
-0.896666667;5.9
-1.003333333;5.7
-1.163333333;6.3
-1.183333333;7.5
-1.046666667;7.7
-0.241666667;7
0.565;6.4
1.291666667;6.4
1.258333333;6.5
1.446666667;6.4
2.631666667;6
2.006666667;5.4
2.568333333;4.4
2.676666667;3.2
2.283333333;2.6
2.65;2.5
2.065;2.5
1.506666667;2.9
1.03;3.3
0.526666667;3.2
-0.125;2.8
-0.155;2.4
-0.783333333;2.2
-1.843333333;2.1
-2.646666667;2
-3.071666667;2
-3.473333333;1.9
-3.738333333;1.7
-2.381666667;2
-0.335;2.4
1.933333333;2.6
3.398333333;2.7
4.151666667;2.7
4.668333333;2.9
5.823333333;2.9
6.051666667;2.8
6.28;2.6
6.11;2.2
6.005;2
5.27;2.2
4.706666667;2
4.296666667;1.9
3.336666667;2.2
2.171666667;2.5
1.173333333;3
0.591666667;3.4
0.621666667;3.8
0.51;4.4
0.601666667;4.9
0.556666667;5.5
0.85;6.1
1.291666667;6.7
2.438333333;7.7
3.565;8.5
5.136666667;8.7
6.16;8.7
6.465;8.3
5.108333333;8.3
3.593333333;8.3
3.17;8
3.228333333;7.9
3.536666667;8
3.858333333;8
4.2;8
4.376666667;8
4.623333333;7.8
4.925;7.6
5.135;7.5
5.495;7.1
6.028333333;6.7
6.495;6.2
7.105;5.9
7.573333333;5.8
7.835;5.4
7.793333333;5.3
8.093333333;5.6
8.418333333;6.2
8.746666667;6.1
9.13;5.6
9.718333333;5.7
10.15;5.6
10.41;5.5
10.36833333;5.6
10.85;5.7
11.18333333;5.3
11.8;5.2
11.315;5.6
10.80833333;6
10.08666667;6.1
9.616666667;5.9
9.015;5.6
8.298333333;5.7
8.32;6
8.238333333;6
8.111666667;6
8.051666667;6
7.828333333;6
7.591666667;6.1
7.488333333;6.1
7.503333333;7.3
7.553333333;8.6
7.738333333;8.3
8.348333333;8
9.171666667;8.1
9.465;8.4
9.973333333;8.4
10.455;7.8
10.385;7.4
10.19;7.6
10.31333333;7.6
10.63;7.7
10.29666667;7.8
9.428333333;7.9
9.405;8
8.861666667;8.1
8.783333333;8.2
9.126666667;8.3
8.875;8.2
8.89;8.7
8.828333333;9.2
8.87;9.4
8.575;9.8
8.313333333;10.2
7.941666667;10.6
8.081666667;11.1
8.675;11.1
9.591666667;10.4
10.01666667;9.4
8.77;9.3
10.875;9.9
12.55833333;10.8
12.28333333;11.1
11.66666667;10.7
10.76333333;10.1
9.206666667;9.8
9.081666667;9.9
8.498333333;9.7
7.741666667;8.9
7.256666667;7.9
7.253333333;7.1
6.58;6.5
3.468333333;5.8
3.661666667;5.2
3.84;4.3
4.038333333;3.6
3.63;3.6
3.161666667;3.9
3.923333333;3.9
4.841666667;3.1
5.473333333;2.8
5.768333333;1.8
5.91;0.9
4.688333333;1.2
3.518333333;1.5
3.348333333;2.2
3.626666667;2.5
3.931666667;2.1
4.061666667;1.7
4.081666667;2
3.793333333;2.4
3.561666667;2.5
3.52;3
3.906666667;3.2
3.693333333;3.2
2.783333333;3.6
2.991666667;3.6
3.04;3.3
2.956666667;3.6
2.803333333;4
2.11;4
1.508333333;4.2
1.386666667;4.7
3.1;5.3
5.396666667;5.3
7.013333333;5.2
7.688333333;5.7
8.605;5.8
8.413333333;5.9
6.665;6
6.576666667;5.9
8.006666667;5.3
8.458333333;3.9
8.58;2.7
7.525;2.3
6.233333333;2.2
3.64;2.3
3.155;2
3.03;1.8
1.981666667;1.9
1.445;2.2
1.828333333;2.3
2.2;2.2
1.765;2.1
1.526666667;2.2
1.185;2.2
0.915;2.2
2.495;2.1
5.075;1.7
6.445;1.7
7;2
7.956666667;1.8
8.915;1.5
10.04833333;1.3
10.86333333;0.9
10.81166667;0.4
10.31833333;0.5
10.45;1.4
9.453333333;1.7
7.765;1.8
6.45;2.2
6.201666667;2.7
6.17;2.9
5.711666667;3.1
5.456666667;3.2
5.116666667;3.3
4.771666667;3.3
4.54;3.1
4.14;3.3
3.853333333;4
4.523333333;4.5
6.203333333;4.9
8.44;4.7
10.26333333;4.4
11.98666667;4.5
13.135;4.4
14.57666667;4.4
16.01333333;4.4
16.78166667;4.2
17.24166667;3.7
17.60833333;3.4
16.595;3.6
15.225;4.1
13.58666667;4.8
12.61666667;5.2
11.62166667;5.2
11.06666667;5.2
11.05166667;5.1
10.78833333;4.4
10.52833333;4.1
10.43;4.3
10.16166667;4.6
9.523333333;5.2
9.558333333;5.6
9.62;5.6
10.85;5.8
12.86;5.5
15.06166667;4.6
17.02666667;4.1
18.04;3.8
18.80833333;3.7
20.91333333;3.2
21.755;2.9
21.95166667;3
21.42;2.8
20.22;2.4
18.71;2.6
17.115;2.8
15.86333333;2.8
15.40166667;3.2
15.41166667;3.6
15.135;3.9
14.31;3.7
13.65666667;2.7
13.29666667;2.3
11.76;2
10.91666667;1.4
10.47666667;1
10.62666667;1
12.21833333;0.9
14.8;0.5
15.79;0.8
16.89833333;1.8
16.80833333;2.3
16.81166667;2.6
17.00833333;2.7
16.725;2.6
16.79666667;2.5
16.77666667;2.1
16.355;1.5
15.05;0.7
13.64666667;0.6
13.005;1.4
12.66;1.6
12.455;1.6
11.93166667;1.4
11.25333333;1.1
10.68333333;0.8
10.57833333;1
10.30666667;1.2
9.841666667;1.7
9.535;1.5
9.651666667;1.2
10.22166667;0.9
13.38166667;1
14.88833333;1.1
15.90333333;1.7
16.66166667;2.7
17.34833333;3.6
17.76666667;3.3
17.42;2.3
17.43;2.1
18.04;2.1
17.21166667;2.1
15.83166667;2.1
14.535;2.4
13.30333333;2.3
12.47833333;2.1
12.325;2.4
11.05833333;2.1
10.20166667;1.8
9.611666667;2
9.003333333;2.1
8.495;2.2
7.85;1.6
7.445;0.8
7.7;1.2
9.1;2.1
10.775;2.7
12.69833333;2.7
13.44833333;3
14.20333333;3.3
14.54833333;3.2
14.415;3.1
15.16;3.6
15.44333333;3.9
15.29333333;3.8
14.4;3.5
12.825;3.2
10.73166667;3
9.138333333;2.9
8.283333333;2.9
7.501666667;2.8
6.808333333;2.8
6.165;2.7
5.633333333;2.7
5.25;2.6
4.913333333;2.6
4.475;3
4.416666667;3.4
4.668333333;3.9
7.016666667;4.3
9.858333333;4.4
11.765;4.4
13.03333333;4.3
14.11;4.2
14.90833333;4.1
15.48;4
16.14166667;4
16.635;3.8
16.60833333;3.1
15.90666667;2.7
14.27666667;2.7
12.81666667;2.8
11.51833333;3.1
10.36;3.5
9.39;3.7
8.25;3.8
7.788333333;4
7.71;4
6.808333333;3.9
6.201666667;3.6
5.95;3.8
5.675;4.1
6.036666667;4.1
8.063333333;3.9
10.05;3.4
12.03333333;2.9
14.05;2.8
16.27166667;2.9
17.53333333;2.9
19.16666667;2.9
19.84666667;2.9
20.12333333;2.4
20.31666667;2.1
19.60166667;2.3
17.575;2.7
15.495;3.1
13.375;3.5
12.21;3.6
11.40833333;3.6
10.59333333;3.6
10.1;3.4
9.426666667;3
8.745;2.6
8.49;2.4
8.125;2.6
7.43;2.5
7.601666667;2.4
9.621666667;2.5
11.41666667;2.1
13.595;1.6
15.24666667;1.6
16.43;1.5
17.17833333;1.4
18.25666667;1.4
18.945;1.5
19.66;1.5
19.735;1.8
18.715;2.4
16.435;2.6
14.32;2.4
13.11833333;2.4
12.66666667;2.3
11.185;2.1
10.39;2
10.005;1.8
10.075;1.5
9.743333333;1.1
9.045;0.8
9.246666667;0.9
7.383333333;1.3
7.088333333;1.8
10.685;2.3
12.28166667;3
13.58666667;3.5
15.15166667;3.6
16.49666667;3.7
17.19833333;3.8
17.67166667;3.9
18.285;4.1
18.50333333;3.9
17.95833333;3.5
17.32833333;3.5
15.80666667;3.8
14.475;4
13.185;3.8
12.255;3.5
11.20333333;3.4
10.08166667;3.4
9.248333333;3.3
8.276666667;3
8.955;2.8
7.163333333;2.6
6.386666667;2.7
7.093333333;3
7.988333333;3.3
9.623333333;3.6
11.08333333;4
12.85;4.5
13.915;4.9
14.605;5
15.51166667;4.9
15.87;4.7
16.40166667;4.6
16.29666667;3.9
16.62;2.7
16.44333333;2.5
15.25666667;3.1
13.6;3.5
12.66666667;3.4
11.82;3.2
10.58;3
9.7;2.6
8.911666667;2.4
8.233333333;2.4
8.216666667;2.5
7.251666667;2.4
6.221666667;2.7
5.738333333;3.1
6.476666667;3.1
8.618333333;3.4
11.15166667;4
13.26333333;4.5
14.80833333;4.7
15.385;4.8
15.96333333;5
16.79333333;5.1
17.32833333;4.9
16.70833333;4.4
15.91;4.1
15.97666667;4
14.88833333;3.9
13.34;3.9
12.56333333;3.6
12.34166667;3.2
11.12333333;3.2
10.00333333;3.2
9.076666667;3.4
8.611666667;3.5
7.98;3.4
6.988333333;3.5
6.531666667;3.7
6.188333333;4.4
6.878333333;5.2
8.698333333;5.3
10.58166667;5.3
11.68166667;5.4
11.26;5.5
12.78333333;5.3
14.16333333;5.1
15.395;4.8
15.94;4.6
16.84666667;4.7
17.06833333;4.6
16.43833333;4.2
14.36666667;4
13.21166667;4.3
12.04;4.8
11.22833333;4.6
10.47833333;4.1
10.02;3.8
10.075;3.8
9.883333333;3.8
9.803333333;3.7
9.576666667;3.9
9.076666667;4.3
8.181666667;5
8.435;5.6
9.896666667;6
11.80666667;5.2
13.93833333;4.6
15.68833333;5.2
17.14333333;5.4
17.92666667;5.4
17.79333333;5.3
17.90833333;5.3
17.86333333;5.3
17.87666667;5
17.09833333;4.2
16.095;3.4
14.51166667;3.3
13.185;3.8
12.21333333;4.5
11.225;4.6
10.49333333;4.4
10.44166667;4.2
9.753333333;4
9.871666667;3.7
8.928333333;3.2
8.04;3.4
7.38;4.1
7.37;4.5
8.693333333;4.7
10.26833333;4.6
12.26666667;4.6
13.87333333;4.8
15.07333333;4.7
16.415;4.6
17.00833333;4.5
17.62666667;4.7
17.275;4.7
17.40333333;4.1
16.73;3.6
15.31166667;3.3
13.79333333;3
12.16333333;2.5
11.24833333;2.3
10.29166667;2.5
10.26833333;2.5
9.576666667;2
8.505;1.7
7.603333333;1.5
6.741666667;1.4
5.73;1.6
5.086666667;1.9
5.301666667;2.3
5.955;2.6
6.375;2.3
6.756666667;2.4
7.325;2.8
8.563333333;2.4
10.675;2
12.18;1.9
13.22666667;1.8
13.60666667;1.8
12.975;2.1
9.605;2.3
7.73;2.4
7.006666667;2.3
6.62;1.9
6.358333333;1.6
5.818333333;1.7
5.255;1.7
5.025;1.9
5.461666667;2.3
5.825;2.7
5.891666667;3
6.343333333;3
6.57;3.3
6.855;3.8
6.055;4.5
5.856666667;4.4
6.616666667;4.3
7.233333333;4.6
7.481666667;4.3
8.401666667;4.2
11.12666667;4.1
11.375;4.1
12.28833333;4.3
12.48833333;3.7
12.005;2.9
11.92;2.7
11.06833333;2.9
9.935;2.9
9.205;2.6
8.273333333;2.3
7.185;2.1
5.886666667;2.1
5.05;2.1
3.78;2.1
3.261666667;2.2
3.116666667;2.5
3.385;2.9
4.523333333;3.3
5.646666667;3.7
7.836666667;3.4
9.79;2.9
12.06;3
13.84833333;3.3
14.30666667;3.5
15.31666667;3.4
15.46166667;3.4
16.13833333;3.5
16.18333333;3.3
15.685;2.9
14.11;2.9
12.59666667;3.2
11.27166667;3.3
10.54;3.2
9.691666667;2.9
8.696666667;2.7
7.648333333;2.5
6.786666667;2.5
6.07;2.5
5.545;2.8
4.878333333;3
4.436666667;2.9
5.093333333;2.6
7.32;3.1
9.175;3.4
11.94833333;3.4
14.07666667;3.5
15.62833333;3.2
16.45666667;3
17.43;3
18.04;3.2
18.01166667;3.4
18.035;3.4
16.86166667;3.2
15.23166667;2.9
13.71166667;2.4
12.475;2.2
11.275;2.4
10.27333333;2.3
9.673333333;1.8
8.965;1.7
8.533333333;1.9
7.848333333;1.9
7.416666667;1.5
7.193333333;1.4
6.973333333;1.7
7.158333333;2
7.923333333;2.4
8.876666667;2.4
11.26666667;2.5
12.025;2.8
12.955;2.9
13.02333333;3.1
13.42;3.3
13.53;3.4
13.28;3.6
12.26;3.7
10.595;3.8
9.775;3.9
9.781666667;3.8
8.831666667;3.4
7.993333333;3.3
7.235;3.6
7.065;4
6.56;4.3
5.701666667;4.1
5.148333333;3.5
4.688333333;3.3
4.546666667;3.7
4.615;4.1
4.688333333;4.3
5.083333333;4.6
5.94;4.5
7.388333333;4.4
8.208333333;4.3
10.115;4
11.49333333;3.7
12.16166667;3.6
12.22333333;3.4
11.70333333;3.4
11.79166667;3.2
10.98333333;2.6
10.40333333;2.1
9.795;2
9.258333333;2
8.805;1.8
8.435;1.9
8.298333333;1.9
7.091666667;1.9
5.586666667;1.8
5.338333333;1.7
5.6;1.6
5.653333333;1.5
5.571666667;1.4
6.306666667;1.7
7.151666667;2.3
8.326666667;2.3
9.805;2
10.83166667;1.9
11.35;2
12.27;2
12.54166667;1.9
12.93666667;2
13.63333333;2.1
13.97833333;1.9
13.62666667;1.7
12.72666667;1.8
11.82;1.9
11.15833333;2.3
11.17;2.6
10.42166667;2.5
9.365;2.2
8.403333333;2.1
7.633333333;2.1
7.053333333;1.9
6.31;1.9
6.116666667;2.3
5.715;2.6
6.201666667;2.9
8.665;3.4
10.67;3.7
12.33833333;3.6
13.79666667;3.4
15.56333333;3.3
16.46166667;3.1
16.69166667;2.9
16.83833333;2.7
17.165;2.3
17.46;1.8
16.605;1.9
15.71166667;2.4
14.92166667;3
13.92;3.7
13.86333333;3.8
12.42666667;3.4
10.90166667;3
9.995;2.8
8.931666667;2.7
7.98;2.8
7.52;3
6.516666667;3.1
5.973333333;3.2
6.67;3.3
8.198333333;3.6
10.325;3.8
12.13833333;3.8
14.075;3.8
15.515;3.7
16.48333333;3.6
17.44833333;3.5
17.87;3.3
18.36833333;3
18.07833333;2.7
17.61166667;2.7
16.10166667;3
14.57833333;3.1
12.81333333;2.8
11.71833333;2.4
10.655;2.1
9.576666667;2
8.731666667;2
8.166666667;1.8
7.35;1.5
6.616666667;1.6
6.2;1.7
6.043333333;1.6
6.821666667;1.9
7.395;2.1
9.571666667;2.1
11.445;2.2
12.92166667;2.3
14.48833333;2.6
15.53166667;3.1
16.395;3.4
16.66333333;3.3
17.29333333;3.3
17.66;2.9
17.16166667;2.4
16.03666667;2.5
14.42333333;2.4
12.82833333;2
11.68166667;1.7
10.17333333;1.4
9.476666667;1.3
8.856666667;1.1
8.65;1.1
8.341666667;1.2
7.716666667;1.1
7.316666667;1
7.426666667;0.8
9.123333333;0.8
9.921666667;1.4
10.97;1.5
12.375;1.7
13.80166667;1.8
15.07;1.6
15.66;1.5
16.77166667;1.3
16.52666667;1.8
16.19333333;2.3
16.505;1.9
16.39833333;1.4
15.27666667;1.7
14.635;1.9
13.02833333;1.9
12.07333333;1.7
11.64;1.8
11.05333333;1.8
11.46;1.9
10.07333333;1.8
9.221666667;1.8
9.236666667;1.7
9.565;1.2
9.143333333;0.7
9.155;0.3
9.388333333;1.1
9.701666667;1.9
11.07166667;1.9
13.71166667;1.8
15.59333333;1.8
17.67666667;1.7
18.69333333;1.7
18.97833333;1.8
19.65;1.3
19.79333333;0.7
19.29;1.5
17.87333333;1.6
16.475;0.9
13.64333333;1.2
12.44166667;1.3
11.98;1.5
11.58833333;1.5
11.14333333;1.6
10.86666667;1.9
10.46666667;2
10.225;1.9
9.281666667;1.9
9.271666667;1.5
10.85166667;1.1
12.82833333;1.2
14.10833333;1.3
14.14666667;1.1
17.31;1
18.82166667;1.7
19.12166667;2.8
20.13;3.1
20.75666667;2.7
20.49333333;2.5
19.45833333;2
16.83;1.7
16.07833333;1.6
14.91;1.7
14.59166667;1.9
14.03;2.3
13.28333333;2.5
11.68166667;2.7
11.13333333;3.1
11.02833333;3.5
10.81166667;4
11.205;4.3
11.11833333;4.4
10.845;4.5
10.91333333;4.5
11.005;4.7
10.96333333;4.6
11.15333333;4.4
11.73166667;4.3
13.72833333;4
15.51666667;3.9
17.73833333;3.8
18.37666667;3.8
19.08;3.8
19.18;3.5
18.97;2.8
17.275;2.6
15.68666667;2.6
14.04833333;2.5
13.09166667;2.5
12.32833333;2.4
11.645;2.1
10.715;2.1
10.13333333;2.1
8.965;2
8.26;1.6
7.775;1.3
7.59;1.2
9.87;1.1
12.36;0.8
15.66333333;0.4
18.22666667;0.3
20.205;0.5
21.32666667;1
22.53833333;1.6
23.42166667;1.8
23.355;1.6
23.58833333;1.2
23.72;0.9
22.83666667;1.4
21.62;2
19.91;2.1
17.465;2
16.64166667;2
16.13333333;2.2
15.365;2.2
